source,target,formula
TABLA DE ACCESORIOS DESCARGA!G26,TABLA DE ACCESORIOS DESCARGA!K22,"=VLOOKUP(K22,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS DESCARGA!I26,TABLA DE ACCESORIOS DESCARGA!D26,=((D26*F26)*($H$2^2)/(32.4*2))*H26
TABLA DE ACCESORIOS DESCARGA!I26,TABLA DE ACCESORIOS DESCARGA!F26,=((D26*F26)*($H$2^2)/(32.4*2))*H26
TABLA DE ACCESORIOS DESCARGA!I26,TABLA DE ACCESORIOS DESCARGA!H26,=((D26*F26)*($H$2^2)/(32.4*2))*H26
TABLA DE ACCESORIOS DESCARGA!I26,TABLA DE ACCESORIOS DESCARGA!H$2,=((D26*F26)*($H$2^2)/(32.4*2))*H26
TABLA DE ACCESORIOS DESCARGA!D27,TABLA DE ACCESORIOS DESCARGA!K23,"=VLOOKUP(K23,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS DESCARGA!G27,TABLA DE ACCESORIOS DESCARGA!K23,"=VLOOKUP(K23,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS DESCARGA!I27,TABLA DE ACCESORIOS DESCARGA!F27,=((D27*F27)*($H$2^2)/(32.4*2))*H27
TABLA DE ACCESORIOS DESCARGA!I27,TABLA DE ACCESORIOS DESCARGA!H27,=((D27*F27)*($H$2^2)/(32.4*2))*H27
TABLA DE ACCESORIOS DESCARGA!I27,TABLA DE ACCESORIOS DESCARGA!H$2,=((D27*F27)*($H$2^2)/(32.4*2))*H27
TABLA DE ACCESORIOS DESCARGA!I27,TABLA DE ACCESORIOS DESCARGA!D27,=((D27*F27)*($H$2^2)/(32.4*2))*H27
TABLA DE ACCESORIOS DESCARGA!D28,TABLA DE ACCESORIOS DESCARGA!K24,"=VLOOKUP(K24,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS DESCARGA!G28,TABLA DE ACCESORIOS DESCARGA!K24,"=VLOOKUP(K24,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS DESCARGA!I28,TABLA DE ACCESORIOS DESCARGA!F28,=((D28*F28)*($H$2^2)/(32.4*2))*H28
TABLA DE ACCESORIOS DESCARGA!I28,TABLA DE ACCESORIOS DESCARGA!D28,=((D28*F28)*($H$2^2)/(32.4*2))*H28
TABLA DE ACCESORIOS DESCARGA!I28,TABLA DE ACCESORIOS DESCARGA!H$2,=((D28*F28)*($H$2^2)/(32.4*2))*H28
TABLA DE ACCESORIOS DESCARGA!I28,TABLA DE ACCESORIOS DESCARGA!H28,=((D28*F28)*($H$2^2)/(32.4*2))*H28
TABLA DE ACCESORIOS DESCARGA!D29,TABLA DE ACCESORIOS DESCARGA!K25,"=VLOOKUP(K25,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS DESCARGA!G29,TABLA DE ACCESORIOS DESCARGA!K25,"=VLOOKUP(K25,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS DESCARGA!I29,TABLA DE ACCESORIOS DESCARGA!F29,=((D29*F29)*($H$2^2)/(32.4*2))*H29
TABLA DE ACCESORIOS DESCARGA!I29,TABLA DE ACCESORIOS DESCARGA!H$2,=((D29*F29)*($H$2^2)/(32.4*2))*H29
TABLA DE ACCESORIOS DESCARGA!I29,TABLA DE ACCESORIOS DESCARGA!H29,=((D29*F29)*($H$2^2)/(32.4*2))*H29
TABLA DE ACCESORIOS DESCARGA!I29,TABLA DE ACCESORIOS DESCARGA!D29,=((D29*F29)*($H$2^2)/(32.4*2))*H29
TABLA DE ACCESORIOS DESCARGA!D30,TABLA DE ACCESORIOS DESCARGA!K26,"=VLOOKUP(K26,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS DESCARGA!G30,TABLA DE ACCESORIOS DESCARGA!K26,"=VLOOKUP(K26,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS DESCARGA!I30,TABLA DE ACCESORIOS DESCARGA!H$2,=((D30*F30)*($H$2^2)/(32.4*2))*H30
TABLA DE ACCESORIOS DESCARGA!I30,TABLA DE ACCESORIOS DESCARGA!D30,=((D30*F30)*($H$2^2)/(32.4*2))*H30
TABLA DE ACCESORIOS DESCARGA!I30,TABLA DE ACCESORIOS DESCARGA!H30,=((D30*F30)*($H$2^2)/(32.4*2))*H30
TABLA DE ACCESORIOS DESCARGA!I30,TABLA DE ACCESORIOS DESCARGA!F30,=((D30*F30)*($H$2^2)/(32.4*2))*H30
TABLA DE ACCESORIOS DESCARGA!D31,TABLA DE ACCESORIOS DESCARGA!K27,"=VLOOKUP(K27,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS DESCARGA!G31,TABLA DE ACCESORIOS DESCARGA!K27,"=VLOOKUP(K27,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS DESCARGA!I31,TABLA DE ACCESORIOS DESCARGA!H31,=((D31*F31)*($H$2^2)/(32.4*2))*H31
TABLA DE ACCESORIOS DESCARGA!I31,TABLA DE ACCESORIOS DESCARGA!F31,=((D31*F31)*($H$2^2)/(32.4*2))*H31
TABLA DE ACCESORIOS DESCARGA!I31,TABLA DE ACCESORIOS DESCARGA!D31,=((D31*F31)*($H$2^2)/(32.4*2))*H31
TABLA DE ACCESORIOS DESCARGA!I31,TABLA DE ACCESORIOS DESCARGA!H$2,=((D31*F31)*($H$2^2)/(32.4*2))*H31
TABLA DE ACCESORIOS DESCARGA!D32,TABLA DE ACCESORIOS DESCARGA!K28,"=VLOOKUP(K28,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS DESCARGA!G32,TABLA DE ACCESORIOS DESCARGA!K28,"=VLOOKUP(K28,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS DESCARGA!I32,TABLA DE ACCESORIOS DESCARGA!D32,=((D32*F32)*($H$2^2)/(32.4*2))*H32
TABLA DE ACCESORIOS DESCARGA!I32,TABLA DE ACCESORIOS DESCARGA!H32,=((D32*F32)*($H$2^2)/(32.4*2))*H32
TABLA DE ACCESORIOS DESCARGA!I32,TABLA DE ACCESORIOS DESCARGA!F32,=((D32*F32)*($H$2^2)/(32.4*2))*H32
TABLA DE ACCESORIOS DESCARGA!I32,TABLA DE ACCESORIOS DESCARGA!H$2,=((D32*F32)*($H$2^2)/(32.4*2))*H32
TABLA DE ACCESORIOS DESCARGA!D33,TABLA DE ACCESORIOS DESCARGA!K29,"=VLOOKUP(K29,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS DESCARGA!G33,TABLA DE ACCESORIOS DESCARGA!K29,"=VLOOKUP(K29,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS DESCARGA!I33,TABLA DE ACCESORIOS DESCARGA!H33,=((D33*F33)*($H$2^2)/(32.4*2))*H33
TABLA DE ACCESORIOS DESCARGA!I33,TABLA DE ACCESORIOS DESCARGA!F33,=((D33*F33)*($H$2^2)/(32.4*2))*H33
TABLA DE ACCESORIOS DESCARGA!I33,TABLA DE ACCESORIOS DESCARGA!D33,=((D33*F33)*($H$2^2)/(32.4*2))*H33
TABLA DE ACCESORIOS DESCARGA!I33,TABLA DE ACCESORIOS DESCARGA!H$2,=((D33*F33)*($H$2^2)/(32.4*2))*H33
TABLA DE ACCESORIOS DESCARGA!D34,TABLA DE ACCESORIOS DESCARGA!K30,"=VLOOKUP(K30,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS DESCARGA!G34,TABLA DE ACCESORIOS DESCARGA!K30,"=VLOOKUP(K30,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS DESCARGA!I34,TABLA DE ACCESORIOS DESCARGA!D34,=((D34*F34)*($H$2^2)/(32.4*2))*H34
TABLA DE ACCESORIOS DESCARGA!I34,TABLA DE ACCESORIOS DESCARGA!F34,=((D34*F34)*($H$2^2)/(32.4*2))*H34
TABLA DE ACCESORIOS DESCARGA!I34,TABLA DE ACCESORIOS DESCARGA!H34,=((D34*F34)*($H$2^2)/(32.4*2))*H34
TABLA DE ACCESORIOS DESCARGA!I34,TABLA DE ACCESORIOS DESCARGA!H$2,=((D34*F34)*($H$2^2)/(32.4*2))*H34
TABLA DE ACCESORIOS DESCARGA!D35,TABLA DE ACCESORIOS DESCARGA!K31,"=VLOOKUP(K31,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS DESCARGA!G35,TABLA DE ACCESORIOS DESCARGA!K31,"=VLOOKUP(K31,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS DESCARGA!I35,TABLA DE ACCESORIOS DESCARGA!F35,=((D35*F35)*($H$2^2)/(32.4*2))*H35
TABLA DE ACCESORIOS DESCARGA!I35,TABLA DE ACCESORIOS DESCARGA!D35,=((D35*F35)*($H$2^2)/(32.4*2))*H35
TABLA DE ACCESORIOS DESCARGA!I35,TABLA DE ACCESORIOS DESCARGA!H35,=((D35*F35)*($H$2^2)/(32.4*2))*H35
TABLA DE ACCESORIOS DESCARGA!I35,TABLA DE ACCESORIOS DESCARGA!H$2,=((D35*F35)*($H$2^2)/(32.4*2))*H35
TABLA DE ACCESORIOS DESCARGA!D36,TABLA DE ACCESORIOS DESCARGA!K32,"=VLOOKUP(K32,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS DESCARGA!G36,TABLA DE ACCESORIOS DESCARGA!K32,"=VLOOKUP(K32,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS DESCARGA!I36,TABLA DE ACCESORIOS DESCARGA!F36,=((D36*F36)*($H$2^2)/(32.4*2))*H36
TABLA DE ACCESORIOS DESCARGA!I36,TABLA DE ACCESORIOS DESCARGA!H$2,=((D36*F36)*($H$2^2)/(32.4*2))*H36
TABLA DE ACCESORIOS DESCARGA!I36,TABLA DE ACCESORIOS DESCARGA!D36,=((D36*F36)*($H$2^2)/(32.4*2))*H36
TABLA DE ACCESORIOS DESCARGA!I36,TABLA DE ACCESORIOS DESCARGA!H36,=((D36*F36)*($H$2^2)/(32.4*2))*H36
TABLA DE ACCESORIOS DESCARGA!D37,TABLA DE ACCESORIOS DESCARGA!K33,"=VLOOKUP(K33,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS DESCARGA!G37,TABLA DE ACCESORIOS DESCARGA!K33,"=VLOOKUP(K33,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS DESCARGA!I37,TABLA DE ACCESORIOS DESCARGA!H37,=((D37*F37)*($H$2^2)/(32.4*2))*H37
TABLA DE ACCESORIOS DESCARGA!I37,TABLA DE ACCESORIOS DESCARGA!F37,=((D37*F37)*($H$2^2)/(32.4*2))*H37
TABLA DE ACCESORIOS DESCARGA!I37,TABLA DE ACCESORIOS DESCARGA!H$2,=((D37*F37)*($H$2^2)/(32.4*2))*H37
TABLA DE ACCESORIOS DESCARGA!I37,TABLA DE ACCESORIOS DESCARGA!D37,=((D37*F37)*($H$2^2)/(32.4*2))*H37
TABLA DE ACCESORIOS DESCARGA!D38,TABLA DE ACCESORIOS DESCARGA!K34,"=VLOOKUP(K34,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS DESCARGA!G38,TABLA DE ACCESORIOS DESCARGA!K34,"=VLOOKUP(K34,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS DESCARGA!I38,TABLA DE ACCESORIOS DESCARGA!D38,=((D38*F38)*($H$2^2)/(32.4*2))*H38
TABLA DE ACCESORIOS DESCARGA!I38,TABLA DE ACCESORIOS DESCARGA!H38,=((D38*F38)*($H$2^2)/(32.4*2))*H38
TABLA DE ACCESORIOS DESCARGA!I38,TABLA DE ACCESORIOS DESCARGA!F38,=((D38*F38)*($H$2^2)/(32.4*2))*H38
TABLA DE ACCESORIOS DESCARGA!I38,TABLA DE ACCESORIOS DESCARGA!H$2,=((D38*F38)*($H$2^2)/(32.4*2))*H38
TABLA DE ACCESORIOS DESCARGA!D39,TABLA DE ACCESORIOS DESCARGA!K35,"=VLOOKUP(K35,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS DESCARGA!G39,TABLA DE ACCESORIOS DESCARGA!K35,"=VLOOKUP(K35,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS DESCARGA!I39,TABLA DE ACCESORIOS DESCARGA!D39,=((D39*F39)*($H$2^2)/(32.4*2))*H39
TABLA DE ACCESORIOS DESCARGA!I39,TABLA DE ACCESORIOS DESCARGA!H39,=((D39*F39)*($H$2^2)/(32.4*2))*H39
TABLA DE ACCESORIOS DESCARGA!I39,TABLA DE ACCESORIOS DESCARGA!F39,=((D39*F39)*($H$2^2)/(32.4*2))*H39
TABLA DE ACCESORIOS DESCARGA!I39,TABLA DE ACCESORIOS DESCARGA!H$2,=((D39*F39)*($H$2^2)/(32.4*2))*H39
TABLA DE ACCESORIOS DESCARGA!D40,TABLA DE ACCESORIOS DESCARGA!K36,"=VLOOKUP(K36,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS DESCARGA!G40,TABLA DE ACCESORIOS DESCARGA!K36,"=VLOOKUP(K36,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS DESCARGA!I40,TABLA DE ACCESORIOS DESCARGA!F40,=((D40*F40)*($H$2^2)/(32.4*2))*H40
TABLA DE ACCESORIOS DESCARGA!I40,TABLA DE ACCESORIOS DESCARGA!D40,=((D40*F40)*($H$2^2)/(32.4*2))*H40
TABLA DE ACCESORIOS DESCARGA!I40,TABLA DE ACCESORIOS DESCARGA!H$2,=((D40*F40)*($H$2^2)/(32.4*2))*H40
TABLA DE ACCESORIOS DESCARGA!I40,TABLA DE ACCESORIOS DESCARGA!H40,=((D40*F40)*($H$2^2)/(32.4*2))*H40
TABLA DE ACCESORIOS DESCARGA!I41,TABLA DE ACCESORIOS DESCARGA!Y41,=(O41+S41+U41+Y41+AC41+AG41)
TABLA DE ACCESORIOS DESCARGA!I41,TABLA DE ACCESORIOS DESCARGA!O41,=(O41+S41+U41+Y41+AC41+AG41)
TABLA DE ACCESORIOS DESCARGA!I41,TABLA DE ACCESORIOS DESCARGA!S41,=(O41+S41+U41+Y41+AC41+AG41)
TABLA DE ACCESORIOS DESCARGA!I41,TABLA DE ACCESORIOS DESCARGA!AC41,=(O41+S41+U41+Y41+AC41+AG41)
TABLA DE ACCESORIOS DESCARGA!I41,TABLA DE ACCESORIOS DESCARGA!U41,=(O41+S41+U41+Y41+AC41+AG41)
TABLA DE ACCESORIOS DESCARGA!I41,TABLA DE ACCESORIOS DESCARGA!AG41,=(O41+S41+U41+Y41+AC41+AG41)
TABLA DE ACCESORIOS DESCARGA!O41,TABLA DE ACCESORIOS DESCARGA!O7:O40,=SUM(O7:O40)
TABLA DE ACCESORIOS DESCARGA!S41,TABLA DE ACCESORIOS DESCARGA!S7:S40,=SUM(S7:S40)
TABLA DE ACCESORIOS DESCARGA!U41,TABLA DE ACCESORIOS DESCARGA!U7:U40,=(SUM(U7:U40))*2.31
TABLA DE ACCESORIOS DESCARGA!Y41,TABLA DE ACCESORIOS DESCARGA!Y7:Y40,=SUM(Y7:Y40)
TABLA DE ACCESORIOS DESCARGA!AC41,TABLA DE ACCESORIOS DESCARGA!AC7:AC40,=SUM(AC7:AC40)
TABLA DE ACCESORIOS DESCARGA!AG41,TABLA DE ACCESORIOS DESCARGA!AG7:AG40,=SUM(AG7:AG40)
TABLA DE ACCESORIOS DESCARGA!O42,TABLA DE ACCESORIOS DESCARGA!O41,=O41/2.31
TABLA DE ACCESORIOS DESCARGA!S42,TABLA DE ACCESORIOS DESCARGA!S41,=S41/2.31
TABLA DE ACCESORIOS DESCARGA!U42,TABLA DE ACCESORIOS DESCARGA!U41,=U41/2.31
TABLA DE ACCESORIOS DESCARGA!Y42,TABLA DE ACCESORIOS DESCARGA!Y41,=Y41/2.31
TABLA DE ACCESORIOS DESCARGA!AC42,TABLA DE ACCESORIOS DESCARGA!AC41,=AC41/2.31
TABLA DE ACCESORIOS DESCARGA!AG42,TABLA DE ACCESORIOS DESCARGA!AG41,=AG41/2.31
TABLA DE ACCESORIOS DESCARGA!AH46,TABLA DE ACCESORIOS DESCARGA!Y41,"=SUM(AG41,AC41,Y41,S41,O41,U41)"
TABLA DE ACCESORIOS DESCARGA!AH46,TABLA DE ACCESORIOS DESCARGA!O41,"=SUM(AG41,AC41,Y41,S41,O41,U41)"
TABLA DE ACCESORIOS DESCARGA!AH46,TABLA DE ACCESORIOS DESCARGA!S41,"=SUM(AG41,AC41,Y41,S41,O41,U41)"
TABLA DE ACCESORIOS DESCARGA!AH46,TABLA DE ACCESORIOS DESCARGA!AC41,"=SUM(AG41,AC41,Y41,S41,O41,U41)"
TABLA DE ACCESORIOS DESCARGA!AH46,TABLA DE ACCESORIOS DESCARGA!U41,"=SUM(AG41,AC41,Y41,S41,O41,U41)"
TABLA DE ACCESORIOS DESCARGA!AH46,TABLA DE ACCESORIOS DESCARGA!AG41,"=SUM(AG41,AC41,Y41,S41,O41,U41)"
TABLA DE ACCESORIOS DESCARGA!I77,TABLA DE ACCESORIOS DESCARGA!F77,=(D77*F77*(H77^2))/(32.4*2)
TABLA DE ACCESORIOS DESCARGA!I77,TABLA DE ACCESORIOS DESCARGA!D77,=(D77*F77*(H77^2))/(32.4*2)
TABLA DE ACCESORIOS DESCARGA!I77,TABLA DE ACCESORIOS DESCARGA!H77,=(D77*F77*(H77^2))/(32.4*2)
TABLA DE ACCESORIOS DESCARGA!I78,TABLA DE ACCESORIOS DESCARGA!F78,=(D78*F78*(H78^2))/(32.4*2)
TABLA DE ACCESORIOS DESCARGA!I78,TABLA DE ACCESORIOS DESCARGA!H78,=(D78*F78*(H78^2))/(32.4*2)
TABLA DE ACCESORIOS DESCARGA!I78,TABLA DE ACCESORIOS DESCARGA!D78,=(D78*F78*(H78^2))/(32.4*2)
TABLA DE ACCESORIOS DESCARGA!I79,TABLA DE ACCESORIOS DESCARGA!H79,=(D79*F79*(H79^2))/(32.4*2)
TABLA DE ACCESORIOS DESCARGA!I79,TABLA DE ACCESORIOS DESCARGA!D79,=(D79*F79*(H79^2))/(32.4*2)
TABLA DE ACCESORIOS DESCARGA!I79,TABLA DE ACCESORIOS DESCARGA!F79,=(D79*F79*(H79^2))/(32.4*2)
RAMALES!D9,CAIDA PRESION DE TUBERIA!G5,='CAIDA PRESION DE TUBERIA'!G5
RAMALES!D9,RAMALES!G5,='CAIDA PRESION DE TUBERIA'!G5
RAMALES!D10,RAMALES!D8,=(4*(D9/448.8309))/(PI()*(D8/12)*(D8/12))
RAMALES!D10,RAMALES!D9,=(4*(D9/448.8309))/(PI()*(D8/12)*(D8/12))
RAMALES!D12,RAMALES!G$16,=((('CAIDA PRESION DE TUBERIA'!$G$17*'CAIDA PRESION DE TUBERIA'!$G$16*'CAIDA PRESION DE TUBERIA'!$G$9*(D9^2))/(('CAIDA PRESION DE TUBERIA'!$G$7*(D9/D10)^0.5)^5))*2.3071)*'CAIDA PRESION DE TUBERIA'!$G$18
RAMALES!D12,RAMALES!G$9,=((('CAIDA PRESION DE TUBERIA'!$G$17*'CAIDA PRESION DE TUBERIA'!$G$16*'CAIDA PRESION DE TUBERIA'!$G$9*(D9^2))/(('CAIDA PRESION DE TUBERIA'!$G$7*(D9/D10)^0.5)^5))*2.3071)*'CAIDA PRESION DE TUBERIA'!$G$18
RAMALES!D12,RAMALES!D10,=((('CAIDA PRESION DE TUBERIA'!$G$17*'CAIDA PRESION DE TUBERIA'!$G$16*'CAIDA PRESION DE TUBERIA'!$G$9*(D9^2))/(('CAIDA PRESION DE TUBERIA'!$G$7*(D9/D10)^0.5)^5))*2.3071)*'CAIDA PRESION DE TUBERIA'!$G$18
RAMALES!D12,RAMALES!G$7,=((('CAIDA PRESION DE TUBERIA'!$G$17*'CAIDA PRESION DE TUBERIA'!$G$16*'CAIDA PRESION DE TUBERIA'!$G$9*(D9^2))/(('CAIDA PRESION DE TUBERIA'!$G$7*(D9/D10)^0.5)^5))*2.3071)*'CAIDA PRESION DE TUBERIA'!$G$18
RAMALES!D12,RAMALES!D9,=((('CAIDA PRESION DE TUBERIA'!$G$17*'CAIDA PRESION DE TUBERIA'!$G$16*'CAIDA PRESION DE TUBERIA'!$G$9*(D9^2))/(('CAIDA PRESION DE TUBERIA'!$G$7*(D9/D10)^0.5)^5))*2.3071)*'CAIDA PRESION DE TUBERIA'!$G$18
RAMALES!D12,RAMALES!G$17,=((('CAIDA PRESION DE TUBERIA'!$G$17*'CAIDA PRESION DE TUBERIA'!$G$16*'CAIDA PRESION DE TUBERIA'!$G$9*(D9^2))/(('CAIDA PRESION DE TUBERIA'!$G$7*(D9/D10)^0.5)^5))*2.3071)*'CAIDA PRESION DE TUBERIA'!$G$18
RAMALES!D12,RAMALES!G$18,=((('CAIDA PRESION DE TUBERIA'!$G$17*'CAIDA PRESION DE TUBERIA'!$G$16*'CAIDA PRESION DE TUBERIA'!$G$9*(D9^2))/(('CAIDA PRESION DE TUBERIA'!$G$7*(D9/D10)^0.5)^5))*2.3071)*'CAIDA PRESION DE TUBERIA'!$G$18
RAMALES!D13,RAMALES!D11,=D11*D12
RAMALES!D13,RAMALES!D12,=D11*D12
RAMALES!F18,RAMALES!D11,=D11
RAMALES!F19,RAMALES!D13,=D13
TABLA DE ACCESORIOS SUCCION!D6,TABLA DE ACCESORIOS SUCCION!K2,"=VLOOKUP(K2,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G6,TABLA DE ACCESORIOS SUCCION!K2,"=VLOOKUP(K2,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I6,TABLA DE ACCESORIOS SUCCION!V$6,=((D6*F6)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H6
TABLA DE ACCESORIOS SUCCION!I6,TABLA DE ACCESORIOS SUCCION!D6,=((D6*F6)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H6
TABLA DE ACCESORIOS SUCCION!I6,TABLA DE ACCESORIOS SUCCION!F6,=((D6*F6)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H6
TABLA DE ACCESORIOS SUCCION!I6,TABLA DE ACCESORIOS SUCCION!H6,=((D6*F6)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H6
TABLA DE ACCESORIOS SUCCION!D7,TABLA DE ACCESORIOS SUCCION!K3,"=VLOOKUP(K3,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G7,TABLA DE ACCESORIOS SUCCION!K3,"=VLOOKUP(K3,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I7,TABLA DE ACCESORIOS SUCCION!D7,=((D7*F7)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H7
TABLA DE ACCESORIOS SUCCION!I7,TABLA DE ACCESORIOS SUCCION!F7,=((D7*F7)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H7
TABLA DE ACCESORIOS SUCCION!I7,TABLA DE ACCESORIOS SUCCION!V$6,=((D7*F7)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H7
TABLA DE ACCESORIOS SUCCION!I7,TABLA DE ACCESORIOS SUCCION!H7,=((D7*F7)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H7
TABLA DE ACCESORIOS SUCCION!D8,TABLA DE ACCESORIOS SUCCION!K4,"=VLOOKUP(K4,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G8,TABLA DE ACCESORIOS SUCCION!K4,"=VLOOKUP(K4,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I8,TABLA DE ACCESORIOS SUCCION!V$6,=((D8*F8)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H8
TABLA DE ACCESORIOS SUCCION!I8,TABLA DE ACCESORIOS SUCCION!F8,=((D8*F8)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H8
TABLA DE ACCESORIOS SUCCION!I8,TABLA DE ACCESORIOS SUCCION!D8,=((D8*F8)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H8
TABLA DE ACCESORIOS SUCCION!I8,TABLA DE ACCESORIOS SUCCION!H8,=((D8*F8)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H8
TABLA DE ACCESORIOS SUCCION!D9,TABLA DE ACCESORIOS SUCCION!K5,"=VLOOKUP(K5,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G9,TABLA DE ACCESORIOS SUCCION!K5,"=VLOOKUP(K5,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I9,TABLA DE ACCESORIOS SUCCION!V$6,=((D9*F9)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H9
TABLA DE ACCESORIOS SUCCION!I9,TABLA DE ACCESORIOS SUCCION!H9,=((D9*F9)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H9
TABLA DE ACCESORIOS SUCCION!I9,TABLA DE ACCESORIOS SUCCION!D9,=((D9*F9)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H9
TABLA DE ACCESORIOS SUCCION!I9,TABLA DE ACCESORIOS SUCCION!F9,=((D9*F9)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H9
TABLA DE ACCESORIOS SUCCION!D10,TABLA DE ACCESORIOS SUCCION!K6,"=VLOOKUP(K6,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G10,TABLA DE ACCESORIOS SUCCION!K6,"=VLOOKUP(K6,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I10,TABLA DE ACCESORIOS SUCCION!V$6,=((D10*F10)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H10
TABLA DE ACCESORIOS SUCCION!I10,TABLA DE ACCESORIOS SUCCION!H10,=((D10*F10)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H10
TABLA DE ACCESORIOS SUCCION!I10,TABLA DE ACCESORIOS SUCCION!F10,=((D10*F10)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H10
TABLA DE ACCESORIOS SUCCION!I10,TABLA DE ACCESORIOS SUCCION!D10,=((D10*F10)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H10
TABLA DE ACCESORIOS SUCCION!D11,TABLA DE ACCESORIOS SUCCION!K7,"=VLOOKUP(K7,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G11,TABLA DE ACCESORIOS SUCCION!K7,"=VLOOKUP(K7,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I11,TABLA DE ACCESORIOS SUCCION!F11,=((D11*F11)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H11
TABLA DE ACCESORIOS SUCCION!I11,TABLA DE ACCESORIOS SUCCION!V$6,=((D11*F11)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H11
TABLA DE ACCESORIOS SUCCION!I11,TABLA DE ACCESORIOS SUCCION!D11,=((D11*F11)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H11
TABLA DE ACCESORIOS SUCCION!I11,TABLA DE ACCESORIOS SUCCION!H11,=((D11*F11)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H11
TABLA DE ACCESORIOS SUCCION!D12,TABLA DE ACCESORIOS SUCCION!K8,"=VLOOKUP(K8,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G12,TABLA DE ACCESORIOS SUCCION!K8,"=VLOOKUP(K8,DIAMETRO,4,FALSE)"
