source,target,formula
TABLA DE ACCESORIOS SUCCION!I38,TABLA DE ACCESORIOS SUCCION!H38,=((D38*F38)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H38
TABLA DE ACCESORIOS SUCCION!D39,TABLA DE ACCESORIOS SUCCION!K35,"=VLOOKUP(K35,FRICCION,3,FALSE)"
TABLA DE ACCESORIOS SUCCION!G39,TABLA DE ACCESORIOS SUCCION!K35,"=VLOOKUP(K35,DIAMETRO,4,FALSE)"
TABLA DE ACCESORIOS SUCCION!I39,TABLA DE ACCESORIOS SUCCION!D39,=((D39*F39)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H39
TABLA DE ACCESORIOS SUCCION!I39,TABLA DE ACCESORIOS SUCCION!V$6,=((D39*F39)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H39
TABLA DE ACCESORIOS SUCCION!I39,TABLA DE ACCESORIOS SUCCION!F39,=((D39*F39)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H39
TABLA DE ACCESORIOS SUCCION!I39,TABLA DE ACCESORIOS SUCCION!H39,=((D39*F39)*('CAIDA PRESION DE TUBERIA'!$V$6^2)/(32.4*2))*H39
TABLA DE ACCESORIOS SUCCION!I40,TABLA DE ACCESORIOS SUCCION!I6:I39,=SUM(I6:I39)
005PU001!E4,CALCULO DE BOMBA!C2,='CALCULO DE BOMBA'!C2
005PU001!E4,005PU001!C2,='CALCULO DE BOMBA'!C2
005PU001!E5,CALCULO DE BOMBA!C1,='CALCULO DE BOMBA'!C1
005PU001!E5,005PU001!C1,='CALCULO DE BOMBA'!C1
005PU001!H6,RESUMEN PARA PDF!B13,='RESUMEN PARA PDF'!B13
005PU001!H6,005PU001!B13,='RESUMEN PARA PDF'!B13
005PU001!H7,005PU001!B16,='RESUMEN PARA PDF'!B16
005PU001!H7,RESUMEN PARA PDF!B16,='RESUMEN PARA PDF'!B16
005PU001!H8,RESUMEN PARA PDF!B28,='RESUMEN PARA PDF'!B28
005PU001!H8,005PU001!B28,='RESUMEN PARA PDF'!B28
005PU001!D9,005PU001!G14,='RESUMEN PARA PDF'!G14
005PU001!D9,RESUMEN PARA PDF!G14,='RESUMEN PARA PDF'!G14
005PU001!H9,RESUMEN PARA PDF!D28,='RESUMEN PARA PDF'!D28
005PU001!H9,005PU001!D28,='RESUMEN PARA PDF'!D28
005PU001!D10,005PU001!G16,='RESUMEN PARA PDF'!G16
005PU001!D10,RESUMEN PARA PDF!G16,='RESUMEN PARA PDF'!G16
005PU001!H10,005PU001!G25,='RESUMEN PARA PDF'!G25/3.281
005PU001!H10,RESUMEN PARA PDF!G25,='RESUMEN PARA PDF'!G25/3.281
005PU001!D11,RESUMEN PARA PDF!G15,='RESUMEN PARA PDF'!G15
005PU001!D11,005PU001!G15,='RESUMEN PARA PDF'!G15
005PU001!H11,RESUMEN PARA PDF!G29,='RESUMEN PARA PDF'!G29
005PU001!H11,005PU001!G29,='RESUMEN PARA PDF'!G29
005PU001!D23,RESUMEN PARA PDF!G28,='RESUMEN PARA PDF'!G28
005PU001!D23,005PU001!G28,='RESUMEN PARA PDF'!G28
RESUMEN PARA PDF!C4,CALCULO DE BOMBA!C2,='CALCULO DE BOMBA'!C2
RESUMEN PARA PDF!C4,RESUMEN PARA PDF!C2,='CALCULO DE BOMBA'!C2
RESUMEN PARA PDF!B9,RESUMEN PARA PDF!C4,=C4
RESUMEN PARA PDF!B13,RESUMEN PARA PDF!V5,='CAIDA PRESION DE TUBERIA'!V5
RESUMEN PARA PDF!B13,CAIDA PRESION DE TUBERIA!V5,='CAIDA PRESION DE TUBERIA'!V5
RESUMEN PARA PDF!D13,RESUMEN PARA PDF!B13,=B13*3.785
RESUMEN PARA PDF!G13,CALCULO DE BOMBA!C4,='CALCULO DE BOMBA'!C4
RESUMEN PARA PDF!G13,RESUMEN PARA PDF!C4,='CALCULO DE BOMBA'!C4
RESUMEN PARA PDF!G14,RESUMEN PARA PDF!E6,='CALCULO DE BOMBA'!E6
RESUMEN PARA PDF!G14,CALCULO DE BOMBA!E6,='CALCULO DE BOMBA'!E6
RESUMEN PARA PDF!D15,RESUMEN PARA PDF!B15,=B15*3.785
RESUMEN PARA PDF!B16,RESUMEN PARA PDF!B15,=B13+B15
RESUMEN PARA PDF!B16,RESUMEN PARA PDF!B13,=B13+B15
RESUMEN PARA PDF!D16,RESUMEN PARA PDF!B16,=B16*3.785
RESUMEN PARA PDF!G16,RESUMEN PARA PDF!E11,='CALCULO DE BOMBA'!E11
RESUMEN PARA PDF!G16,CALCULO DE BOMBA!E11,='CALCULO DE BOMBA'!E11
RESUMEN PARA PDF!B19,CALCULO DE BOMBA!C9,='CALCULO DE BOMBA'!C9
RESUMEN PARA PDF!B19,RESUMEN PARA PDF!C9,='CALCULO DE BOMBA'!C9
RESUMEN PARA PDF!D19,RESUMEN PARA PDF!B19,=B19/3.28
RESUMEN PARA PDF!B20,RESUMEN PARA PDF!C20,='CALCULO DE BOMBA'!C20
RESUMEN PARA PDF!B20,CALCULO DE BOMBA!C20,='CALCULO DE BOMBA'!C20
RESUMEN PARA PDF!D20,RESUMEN PARA PDF!B20,=B20/3.28
RESUMEN PARA PDF!B21,RESUMEN PARA PDF!B20,=B20-B19
RESUMEN PARA PDF!B21,RESUMEN PARA PDF!B19,=B20-B19
RESUMEN PARA PDF!D21,RESUMEN PARA PDF!B21,=B21/3.28
RESUMEN PARA PDF!C23,RESUMEN PARA PDF!C14,='CALCULO DE BOMBA'!C14
RESUMEN PARA PDF!C23,CALCULO DE BOMBA!C14,='CALCULO DE BOMBA'!C14
RESUMEN PARA PDF!C24,RESUMEN PARA PDF!C11,='CALCULO DE BOMBA'!C11
RESUMEN PARA PDF!C24,CALCULO DE BOMBA!C11,='CALCULO DE BOMBA'!C11
RESUMEN PARA PDF!G24,CALCULO DE BOMBA!E10,='CALCULO DE BOMBA'!E10
RESUMEN PARA PDF!G24,RESUMEN PARA PDF!E10,='CALCULO DE BOMBA'!E10
RESUMEN PARA PDF!C25,RESUMEN PARA PDF!F19,=RAMALES!F19
RESUMEN PARA PDF!C25,RAMALES!F19,=RAMALES!F19
RESUMEN PARA PDF!G25,CALCULO DE BOMBA!E14,='CALCULO DE BOMBA'!E14
RESUMEN PARA PDF!G25,RESUMEN PARA PDF!E14,='CALCULO DE BOMBA'!E14
RESUMEN PARA PDF!C26,RESUMEN PARA PDF!I41,='TABLA DE ACCESORIOS DESCARGA'!I41
RESUMEN PARA PDF!C26,TABLA DE ACCESORIOS DESCARGA!I41,='TABLA DE ACCESORIOS DESCARGA'!I41
RESUMEN PARA PDF!B28,RESUMEN PARA PDF!C26,=(B21+C23+C24+C25+C26)*1
RESUMEN PARA PDF!B28,RESUMEN PARA PDF!C23,=(B21+C23+C24+C25+C26)*1
RESUMEN PARA PDF!B28,RESUMEN PARA PDF!C25,=(B21+C23+C24+C25+C26)*1
RESUMEN PARA PDF!B28,RESUMEN PARA PDF!C24,=(B21+C23+C24+C25+C26)*1
RESUMEN PARA PDF!B28,RESUMEN PARA PDF!B21,=(B21+C23+C24+C25+C26)*1
RESUMEN PARA PDF!D28,RESUMEN PARA PDF!B28,=B28/2.31
RESUMEN PARA PDF!G28,RESUMEN PARA PDF!C22,='CALCULO DE BOMBA'!C22
RESUMEN PARA PDF!G28,CALCULO DE BOMBA!C22,='CALCULO DE BOMBA'!C22
RESUMEN PARA PDF!G29,CALCULO DE BOMBA!E21,='CALCULO DE BOMBA'!E21
RESUMEN PARA PDF!G29,RESUMEN PARA PDF!E21,='CALCULO DE BOMBA'!E21
RESUMEN PARA PDF!B32,RESUMEN PARA PDF!B14,=B14
RESUMEN PARA PDF!D32,RESUMEN PARA PDF!G14,=G14
RESUMEN PARA PDF!F32,RESUMEN PARA PDF!G81,=G81
RESUMEN PARA PDF!B33,RESUMEN PARA PDF!B13,=B13
RESUMEN PARA PDF!D33,RESUMEN PARA PDF!E11,='CALCULO DE BOMBA'!E11
RESUMEN PARA PDF!D33,CALCULO DE BOMBA!E11,='CALCULO DE BOMBA'!E11
RESUMEN PARA PDF!B34,RESUMEN PARA PDF!B28,=B28
RESUMEN PARA PDF!F34,RESUMEN PARA PDF!E37,=E37
RESUMEN PARA PDF!B35,RESUMEN PARA PDF!G29,=G29
RESUMEN PARA PDF!D35,RESUMEN PARA PDF!G37,=G37
RESUMEN PARA PDF!B36,RESUMEN PARA PDF!G80,=G80
RESUMEN PARA PDF!D36,RESUMEN PARA PDF!G25,=G25
RESUMEN PARA PDF!A37,RESUMEN PARA PDF!A46,=A46
RESUMEN PARA PDF!B37,RESUMEN PARA PDF!B46,=B46
RESUMEN PARA PDF!C37,RESUMEN PARA PDF!C46,=C46
RESUMEN PARA PDF!E37,RESUMEN PARA PDF!H20,='005PU001'!H20
RESUMEN PARA PDF!E37,005PU001!H20,='005PU001'!H20
RESUMEN PARA PDF!G37,RESUMEN PARA PDF!H19,='005PU001'!H19
RESUMEN PARA PDF!G37,005PU001!H19,='005PU001'!H19
RESUMEN PARA PDF!C46,005PU001!D19,='005PU001'!D19
RESUMEN PARA PDF!C46,RESUMEN PARA PDF!D19,='005PU001'!D19
RESUMEN PARA PDF!D46,005PU001!D21,='005PU001'!D21
RESUMEN PARA PDF!D46,RESUMEN PARA PDF!D21,='005PU001'!D21
RESUMEN PARA PDF!E46,005PU001!D25,='005PU001'!D25
RESUMEN PARA PDF!E46,RESUMEN PARA PDF!D25,='005PU001'!D25
RESUMEN PARA PDF!F46,RESUMEN PARA PDF!F32,=F32
RESUMEN PARA PDF!G46,RESUMEN PARA PDF!H19,='005PU001'!H19
RESUMEN PARA PDF!G46,005PU001!H19,='005PU001'!H19
RESUMEN PARA PDF!H46,RESUMEN PARA PDF!H20,='005PU001'!H20
RESUMEN PARA PDF!H46,005PU001!H20,='005PU001'!H20
RESUMEN PARA PDF!B50,RESUMEN PARA PDF!D5,=RAMALES!D5
RESUMEN PARA PDF!B50,RAMALES!D5,=RAMALES!D5
RESUMEN PARA PDF!B51,RAMALES!D6,=RAMALES!D6
RESUMEN PARA PDF!B51,RESUMEN PARA PDF!D6,=RAMALES!D6
RESUMEN PARA PDF!B52,RESUMEN PARA PDF!D7,=RAMALES!D7
RESUMEN PARA PDF!B52,RAMALES!D7,=RAMALES!D7
RESUMEN PARA PDF!B53,RESUMEN PARA PDF!D8,=RAMALES!D8
RESUMEN PARA PDF!B53,RAMALES!D8,=RAMALES!D8
RESUMEN PARA PDF!B54,RAMALES!D9,=RAMALES!D9
RESUMEN PARA PDF!B54,RESUMEN PARA PDF!D9,=RAMALES!D9
RESUMEN PARA PDF!B55,RESUMEN PARA PDF!D10,=RAMALES!D10
RESUMEN PARA PDF!B55,RAMALES!D10,=RAMALES!D10
RESUMEN PARA PDF!B56,RAMALES!D11,=RAMALES!D11
RESUMEN PARA PDF!B56,RESUMEN PARA PDF!D11,=RAMALES!D11
RESUMEN PARA PDF!B57,RAMALES!D12,=RAMALES!D12
RESUMEN PARA PDF!B57,RESUMEN PARA PDF!D12,=RAMALES!D12
RESUMEN PARA PDF!B58,RESUMEN PARA PDF!D13,=RAMALES!D13
RESUMEN PARA PDF!B58,RAMALES!D13,=RAMALES!D13
RESUMEN PARA PDF!G77,RESUMEN PARA PDF!B16,=B16
RESUMEN PARA PDF!G78,RESUMEN PARA PDF!B28,=B28
RESUMEN PARA PDF!G81,RESUMEN PARA PDF!G28,=G28
RESUMEN PARA PDF!G82,RESUMEN PARA PDF!E37,=E37
VELOCIDADES RECOMENDADAS!AB5,VELOCIDADES RECOMENDADAS!AA5,=(AA5*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB6,VELOCIDADES RECOMENDADAS!AA6,=(AA6*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB7,VELOCIDADES RECOMENDADAS!AA7,=(AA7*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB8,VELOCIDADES RECOMENDADAS!AA8,=(AA8*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB9,VELOCIDADES RECOMENDADAS!AA9,=(AA9*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB10,VELOCIDADES RECOMENDADAS!AA10,=(AA10*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB11,VELOCIDADES RECOMENDADAS!AA11,=(AA11*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB12,VELOCIDADES RECOMENDADAS!AA12,=(AA12*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB13,VELOCIDADES RECOMENDADAS!AA13,=(AA13*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB14,VELOCIDADES RECOMENDADAS!AA14,=(AA14*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB15,VELOCIDADES RECOMENDADAS!AA15,=(AA15*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB16,VELOCIDADES RECOMENDADAS!AA16,=(AA16*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB17,VELOCIDADES RECOMENDADAS!AA17,=(AA17*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB18,VELOCIDADES RECOMENDADAS!AA18,=(AA18*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB19,VELOCIDADES RECOMENDADAS!AA19,=(AA19*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB20,VELOCIDADES RECOMENDADAS!AA20,=(AA20*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB21,VELOCIDADES RECOMENDADAS!AA21,=(AA21*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB22,VELOCIDADES RECOMENDADAS!AA22,=(AA22*3.2808)/1.422
VELOCIDADES RECOMENDADAS!AB23,VELOCIDADES RECOMENDADAS!AA23,=(AA23*3.2808)/1.422
VELOCIDADES RECOMENDADAS!V27,VELOCIDADES RECOMENDADAS!C11,=(2.3071*'CALCULO DE BOMBA'!C8)-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V27,VELOCIDADES RECOMENDADAS!C8,=(2.3071*'CALCULO DE BOMBA'!C8)-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V27,CALCULO DE BOMBA!E9,=(2.3071*'CALCULO DE BOMBA'!C8)-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V27,CALCULO DE BOMBA!C9,=(2.3071*'CALCULO DE BOMBA'!C8)-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V27,CALCULO DE BOMBA!C8,=(2.3071*'CALCULO DE BOMBA'!C8)-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V27,VELOCIDADES RECOMENDADAS!C9,=(2.3071*'CALCULO DE BOMBA'!C8)-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V27,CALCULO DE BOMBA!C11,=(2.3071*'CALCULO DE BOMBA'!C8)-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V27,VELOCIDADES RECOMENDADAS!E9,=(2.3071*'CALCULO DE BOMBA'!C8)-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V28,VELOCIDADES RECOMENDADAS!C11,=(2.3071*'CALCULO DE BOMBA'!E8)-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V28,CALCULO DE BOMBA!E9,=(2.3071*'CALCULO DE BOMBA'!E8)-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V28,CALCULO DE BOMBA!E8,=(2.3071*'CALCULO DE BOMBA'!E8)-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V28,CALCULO DE BOMBA!C9,=(2.3071*'CALCULO DE BOMBA'!E8)-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V28,VELOCIDADES RECOMENDADAS!C9,=(2.3071*'CALCULO DE BOMBA'!E8)-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V28,VELOCIDADES RECOMENDADAS!E8,=(2.3071*'CALCULO DE BOMBA'!E8)-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V28,CALCULO DE BOMBA!C11,=(2.3071*'CALCULO DE BOMBA'!E8)-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V28,VELOCIDADES RECOMENDADAS!E9,=(2.3071*'CALCULO DE BOMBA'!E8)-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V29,VELOCIDADES RECOMENDADAS!C11,=(2.3071*'CALCULO DE BOMBA'!C8)+'CALCULO DE BOMBA'!C9-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V29,VELOCIDADES RECOMENDADAS!C8,=(2.3071*'CALCULO DE BOMBA'!C8)+'CALCULO DE BOMBA'!C9-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V29,CALCULO DE BOMBA!E9,=(2.3071*'CALCULO DE BOMBA'!C8)+'CALCULO DE BOMBA'!C9-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V29,CALCULO DE BOMBA!C9,=(2.3071*'CALCULO DE BOMBA'!C8)+'CALCULO DE BOMBA'!C9-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V29,CALCULO DE BOMBA!C8,=(2.3071*'CALCULO DE BOMBA'!C8)+'CALCULO DE BOMBA'!C9-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V29,VELOCIDADES RECOMENDADAS!C9,=(2.3071*'CALCULO DE BOMBA'!C8)+'CALCULO DE BOMBA'!C9-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V29,CALCULO DE BOMBA!C11,=(2.3071*'CALCULO DE BOMBA'!C8)+'CALCULO DE BOMBA'!C9-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V29,VELOCIDADES RECOMENDADAS!E9,=(2.3071*'CALCULO DE BOMBA'!C8)+'CALCULO DE BOMBA'!C9-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V30,VELOCIDADES RECOMENDADAS!C11,=(2.3071*'CALCULO DE BOMBA'!E8)+'CALCULO DE BOMBA'!C9-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V30,CALCULO DE BOMBA!E9,=(2.3071*'CALCULO DE BOMBA'!E8)+'CALCULO DE BOMBA'!C9-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V30,CALCULO DE BOMBA!E8,=(2.3071*'CALCULO DE BOMBA'!E8)+'CALCULO DE BOMBA'!C9-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V30,CALCULO DE BOMBA!C9,=(2.3071*'CALCULO DE BOMBA'!E8)+'CALCULO DE BOMBA'!C9-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V30,VELOCIDADES RECOMENDADAS!C9,=(2.3071*'CALCULO DE BOMBA'!E8)+'CALCULO DE BOMBA'!C9-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V30,VELOCIDADES RECOMENDADAS!E8,=(2.3071*'CALCULO DE BOMBA'!E8)+'CALCULO DE BOMBA'!C9-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V30,CALCULO DE BOMBA!C11,=(2.3071*'CALCULO DE BOMBA'!E8)+'CALCULO DE BOMBA'!C9-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C11)
VELOCIDADES RECOMENDADAS!V30,VELOCIDADES RECOMENDADAS!E9,=(2.3071*'CALCULO DE BOMBA'!E8)+'CALCULO DE BOMBA'!C9-('CALCULO DE BOMBA'!E9+'CALCULO DE BOMBA'!C11)
REPORTE GENERAL!H14,CAIDA PRESION DE TUBERIA!F30,"=VLOOKUP('CAIDA PRESION DE TUBERIA'!F30,OUTPIPES,2,FALSE)"
REPORTE GENERAL!H14,REPORTE GENERAL!F30,"=VLOOKUP('CAIDA PRESION DE TUBERIA'!F30,OUTPIPES,2,FALSE)"
REPORTE GENERAL!I14,CAIDA PRESION DE TUBERIA!G30,"=VLOOKUP('CAIDA PRESION DE TUBERIA'!G30,OUTPIPES,2,FALSE)"
REPORTE GENERAL!I14,REPORTE GENERAL!G30,"=VLOOKUP('CAIDA PRESION DE TUBERIA'!G30,OUTPIPES,2,FALSE)"
REPORTE GENERAL!C15,REPORTE GENERAL!A31,"=VLOOKUP('CAIDA PRESION DE TUBERIA'!A31,OUTPIPES,2,FALSE)"
REPORTE GENERAL!C15,CAIDA PRESION DE TUBERIA!A31,"=VLOOKUP('CAIDA PRESION DE TUBERIA'!A31,OUTPIPES,2,FALSE)"
REPORTE GENERAL!D15,CAIDA PRESION DE TUBERIA!B31,"=VLOOKUP('CAIDA PRESION DE TUBERIA'!B31,OUTPIPES,2,FALSE)"
REPORTE GENERAL!D15,REPORTE GENERAL!B31,"=VLOOKUP('CAIDA PRESION DE TUBERIA'!B31,OUTPIPES,2,FALSE)"
REPORTE GENERAL!C16,REPORTE GENERAL!C14,=C14*0.05
REPORTE GENERAL!C17,REPORTE GENERAL!C16,=C14+C16
REPORTE GENERAL!C17,REPORTE GENERAL!C14,=C14+C16
REPORTE GENERAL!C21,REPORTE GENERAL!C11,=C20-C11
REPORTE GENERAL!C21,REPORTE GENERAL!C20,=C20-C11
REPORTE GENERAL!D21,REPORTE GENERAL!D11,=D20-D11
REPORTE GENERAL!D21,REPORTE GENERAL!D20,=D20-D11
REPORTE GENERAL!C22,REPORTE GENERAL!C21,=C21-C20
REPORTE GENERAL!C22,REPORTE GENERAL!C20,=C21-C20
REPORTE GENERAL!C24,REPORTE GENERAL!E15,=(RAMALES!E15)
REPORTE GENERAL!C24,RAMALES!E15,=(RAMALES!E15)
REPORTE GENERAL!H28,CALCULO DE BOMBA!E10,='CALCULO DE BOMBA'!E10
REPORTE GENERAL!H28,REPORTE GENERAL!E10,='CALCULO DE BOMBA'!E10
REPORTE GENERAL!C29,REPORTE GENERAL!C24,=C24+C25+C26+C27+C28
REPORTE GENERAL!C29,REPORTE GENERAL!C27,=C24+C25+C26+C27+C28
REPORTE GENERAL!C29,REPORTE GENERAL!C28,=C24+C25+C26+C27+C28
REPORTE GENERAL!C29,REPORTE GENERAL!C26,=C24+C25+C26+C27+C28
REPORTE GENERAL!C29,REPORTE GENERAL!C25,=C24+C25+C26+C27+C28
REPORTE GENERAL!H29,CALCULO DE BOMBA!E14,='CALCULO DE BOMBA'!E14
REPORTE GENERAL!H29,REPORTE GENERAL!E14,='CALCULO DE BOMBA'!E14
REPORTE GENERAL!C30,REPORTE GENERAL!C29,=C22+C29
REPORTE GENERAL!C30,REPORTE GENERAL!C22,=C22+C29
