sheet,cell,value,data_type,number_format,is_formula
TABLA DE ACCESORIOS DESCARGA,N33,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,O33,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,R33,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,S33,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,X33,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,Y33,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AB33,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AC33,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AF33,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AG33,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AJ33,1,n,General,False
TABLA DE ACCESORIOS DESCARGA,B34,24,n,0,False
TABLA DE ACCESORIOS DESCARGA,F34,0.78,n,0.00,False
TABLA DE ACCESORIOS DESCARGA,H34,0,n,0,False
TABLA DE ACCESORIOS DESCARGA,K34,15,n,General,False
TABLA DE ACCESORIOS DESCARGA,N34,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,O34,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,R34,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,S34,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,X34,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,Y34,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AB34,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AC34,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AF34,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AG34,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AJ34,1,n,General,False
TABLA DE ACCESORIOS DESCARGA,B35,25,n,0,False
TABLA DE ACCESORIOS DESCARGA,F35,1,n,0,False
TABLA DE ACCESORIOS DESCARGA,H35,0,n,0,False
TABLA DE ACCESORIOS DESCARGA,K35,11,n,General,False
TABLA DE ACCESORIOS DESCARGA,N35,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,O35,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,R35,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,S35,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,X35,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,Y35,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AB35,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AC35,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AF35,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AG35,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AJ35,1,n,General,False
TABLA DE ACCESORIOS DESCARGA,B36,26,n,0,False
TABLA DE ACCESORIOS DESCARGA,F36,1,n,0,False
TABLA DE ACCESORIOS DESCARGA,H36,0,n,0,False
TABLA DE ACCESORIOS DESCARGA,K36,11,n,General,False
TABLA DE ACCESORIOS DESCARGA,N36,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,O36,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,R36,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,S36,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,X36,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,Y36,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AB36,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AC36,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AF36,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AG36,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AJ36,1,n,General,False
TABLA DE ACCESORIOS DESCARGA,B37,27,n,0,False
TABLA DE ACCESORIOS DESCARGA,F37,1,n,0,False
TABLA DE ACCESORIOS DESCARGA,H37,0,n,0,False
TABLA DE ACCESORIOS DESCARGA,N37,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,O37,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,R37,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,S37,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,X37,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,Y37,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AB37,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AC37,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AF37,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AG37,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,B38,28,n,0,False
TABLA DE ACCESORIOS DESCARGA,F38,50,n,0,False
TABLA DE ACCESORIOS DESCARGA,H38,0,n,0,False
TABLA DE ACCESORIOS DESCARGA,N38,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,O38,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,R38,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,S38,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,X38,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,Y38,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AB38,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AC38,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AF38,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AG38,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,B39,19,n,0,False
TABLA DE ACCESORIOS DESCARGA,F39,12,n,0,False
TABLA DE ACCESORIOS DESCARGA,H39,3,n,0,False
TABLA DE ACCESORIOS DESCARGA,N39,3,n,General,False
TABLA DE ACCESORIOS DESCARGA,O39,0.6163333333333332,n,General,False
TABLA DE ACCESORIOS DESCARGA,R39,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,S39,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,U39,0.36,n,General,False
TABLA DE ACCESORIOS DESCARGA,X39,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,Y39,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AB39,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AC39,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AF39,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AG39,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,B40,20,n,0,False
TABLA DE ACCESORIOS DESCARGA,F40,8,n,0,False
TABLA DE ACCESORIOS DESCARGA,H40,0,n,0,False
TABLA DE ACCESORIOS DESCARGA,N40,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,O40,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,R40,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,S40,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,U40,79.77,n,General,False
TABLA DE ACCESORIOS DESCARGA,X40,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,Y40,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AB40,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AC40,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AF40,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,AG40,0,n,General,False
TABLA DE ACCESORIOS DESCARGA,D77,0.016,n,General,False
TABLA DE ACCESORIOS DESCARGA,F77,8,n,General,False
TABLA DE ACCESORIOS DESCARGA,G77,5.05,n,General,False
TABLA DE ACCESORIOS DESCARGA,H77,5.5,n,General,False
TABLA DE ACCESORIOS DESCARGA,D78,0.019,n,General,False
TABLA DE ACCESORIOS DESCARGA,F78,340,n,General,False
TABLA DE ACCESORIOS DESCARGA,G78,2.067,n,General,False
TABLA DE ACCESORIOS DESCARGA,H78,5.5,n,General,False
TABLA DE ACCESORIOS DESCARGA,D79,0.019,n,General,False
TABLA DE ACCESORIOS DESCARGA,F79,340,n,General,False
TABLA DE ACCESORIOS DESCARGA,G79,2.067,n,General,False
TABLA DE ACCESORIOS DESCARGA,H79,5.5,n,General,False
TABLA DE ACCESORIOS DESCARGA,C138,1,n,General,False
TABLA DE ACCESORIOS DESCARGA,C139,1.5,n,General,False
TABLA DE ACCESORIOS DESCARGA,K139,6,n,General,False
TABLA DE ACCESORIOS DESCARGA,C140,2,n,General,False
TABLA DE ACCESORIOS DESCARGA,C141,2.5,n,General,False
TABLA DE ACCESORIOS DESCARGA,C142,3,n,General,False
TABLA DE ACCESORIOS DESCARGA,C143,4,n,General,False
TABLA DE ACCESORIOS DESCARGA,C144,5,n,General,False
TABLA DE ACCESORIOS DESCARGA,C145,6,n,General,False
TABLA DE ACCESORIOS DESCARGA,C146,7,n,General,False
TABLA DE ACCESORIOS DESCARGA,C147,8,n,General,False
TABLA DE ACCESORIOS DESCARGA,C148,9,n,General,False
TABLA DE ACCESORIOS DESCARGA,C149,10,n,General,False
TABLA DE ACCESORIOS DESCARGA,C150,11,n,General,False
TABLA DE ACCESORIOS DESCARGA,C151,12,n,General,False
TABLA DE ACCESORIOS DESCARGA,C152,13,n,General,False
TABLA DE ACCESORIOS DESCARGA,C153,14,n,General,False
TABLA DE ACCESORIOS DESCARGA,C154,15,n,General,False
TABLA DE ACCESORIOS DESCARGA,C155,16,n,General,False
TABLA DE ACCESORIOS DESCARGA,C156,17,n,General,False
TABLA DE ACCESORIOS DESCARGA,C157,18,n,General,False
TABLA DE ACCESORIOS DESCARGA,C158,19,n,General,False
TABLA DE ACCESORIOS DESCARGA,C159,20,n,General,False
TABLA DE ACCESORIOS DESCARGA,C160,21,n,General,False
TABLA DE ACCESORIOS DESCARGA,C161,22,n,General,False
TABLA DE ACCESORIOS DESCARGA,C162,23,n,General,False
TABLA DE ACCESORIOS DESCARGA,C163,24,n,General,False
RAMALES,D8,6,n,0.00,False
RAMALES,D11,36,n,0.00,False
TABLA DE ACCESORIOS SUCCION,K2,13,n,General,False
TABLA DE ACCESORIOS SUCCION,N2,1,n,General,False
TABLA DE ACCESORIOS SUCCION,K3,6,n,General,False
TABLA DE ACCESORIOS SUCCION,N3,1,n,General,False
TABLA DE ACCESORIOS SUCCION,K4,10,n,General,False
TABLA DE ACCESORIOS SUCCION,N4,1,n,General,False
TABLA DE ACCESORIOS SUCCION,K5,6,n,General,False
TABLA DE ACCESORIOS SUCCION,N5,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B6,1,n,0,False
TABLA DE ACCESORIOS SUCCION,F6,8,n,0,False
TABLA DE ACCESORIOS SUCCION,H6,1,n,0,False
TABLA DE ACCESORIOS SUCCION,K6,1,n,General,False
TABLA DE ACCESORIOS SUCCION,N6,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B7,2,n,0,False
TABLA DE ACCESORIOS SUCCION,F7,12,n,0,False
TABLA DE ACCESORIOS SUCCION,K7,2,n,General,False
TABLA DE ACCESORIOS SUCCION,N7,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B8,3,n,0,False
TABLA DE ACCESORIOS SUCCION,F8,17,n,0,False
TABLA DE ACCESORIOS SUCCION,K8,1,n,General,False
TABLA DE ACCESORIOS SUCCION,N8,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B9,2,n,0,False
TABLA DE ACCESORIOS SUCCION,F9,340,n,0,False
TABLA DE ACCESORIOS SUCCION,K9,5,n,General,False
TABLA DE ACCESORIOS SUCCION,N9,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B10,3,n,0,False
TABLA DE ACCESORIOS SUCCION,F10,400,n,0,False
TABLA DE ACCESORIOS SUCCION,K10,6,n,General,False
TABLA DE ACCESORIOS SUCCION,N10,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B11,2,n,0,False
TABLA DE ACCESORIOS SUCCION,F11,55,n,0,False
TABLA DE ACCESORIOS SUCCION,K11,14,n,General,False
TABLA DE ACCESORIOS SUCCION,N11,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B12,3,n,0,False
TABLA DE ACCESORIOS SUCCION,F12,55,n,0,False
TABLA DE ACCESORIOS SUCCION,K12,10,n,General,False
TABLA DE ACCESORIOS SUCCION,N12,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B13,4,n,0,False
TABLA DE ACCESORIOS SUCCION,F13,55,n,0,False
TABLA DE ACCESORIOS SUCCION,K13,17,n,General,False
TABLA DE ACCESORIOS SUCCION,N13,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B14,5,n,0,False
TABLA DE ACCESORIOS SUCCION,F14,150,n,0,False
TABLA DE ACCESORIOS SUCCION,K14,1,n,General,False
TABLA DE ACCESORIOS SUCCION,N14,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B15,6,n,0,False
TABLA DE ACCESORIOS SUCCION,F15,100,n,0,False
TABLA DE ACCESORIOS SUCCION,K15,11,n,General,False
TABLA DE ACCESORIOS SUCCION,N15,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B16,7,n,0,False
TABLA DE ACCESORIOS SUCCION,F16,600,n,0,False
TABLA DE ACCESORIOS SUCCION,K16,12,n,General,False
TABLA DE ACCESORIOS SUCCION,N16,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B17,8,n,0,False
TABLA DE ACCESORIOS SUCCION,F17,90,n,0,False
TABLA DE ACCESORIOS SUCCION,K17,1,n,General,False
TABLA DE ACCESORIOS SUCCION,N17,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B18,9,n,0,False
TABLA DE ACCESORIOS SUCCION,F18,75,n,0,False
TABLA DE ACCESORIOS SUCCION,K18,1,n,General,False
TABLA DE ACCESORIOS SUCCION,N18,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B19,10,n,0,False
TABLA DE ACCESORIOS SUCCION,F19,420,n,0,False
TABLA DE ACCESORIOS SUCCION,K19,11,n,General,False
TABLA DE ACCESORIOS SUCCION,N19,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B20,11,n,0,False
TABLA DE ACCESORIOS SUCCION,F20,5.5,n,0,False
TABLA DE ACCESORIOS SUCCION,K20,15,n,General,False
TABLA DE ACCESORIOS SUCCION,N20,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B21,12,n,0,False
TABLA DE ACCESORIOS SUCCION,F21,45,n,0,False
TABLA DE ACCESORIOS SUCCION,K21,1,n,General,False
TABLA DE ACCESORIOS SUCCION,N21,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B22,13,n,0,False
TABLA DE ACCESORIOS SUCCION,F22,30,n,0,False
TABLA DE ACCESORIOS SUCCION,K22,15,n,General,False
TABLA DE ACCESORIOS SUCCION,N22,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B23,14,n,0,False
TABLA DE ACCESORIOS SUCCION,F23,18,n,0,False
TABLA DE ACCESORIOS SUCCION,K23,11,n,General,False
TABLA DE ACCESORIOS SUCCION,N23,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B24,15,n,0,False
TABLA DE ACCESORIOS SUCCION,F24,30,n,0,False
TABLA DE ACCESORIOS SUCCION,K24,11,n,General,False
TABLA DE ACCESORIOS SUCCION,N24,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B25,16,n,0,False
TABLA DE ACCESORIOS SUCCION,F25,16,n,0,False
TABLA DE ACCESORIOS SUCCION,K25,11,n,General,False
TABLA DE ACCESORIOS SUCCION,N25,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B26,17,n,0,False
TABLA DE ACCESORIOS SUCCION,F26,60,n,0,False
TABLA DE ACCESORIOS SUCCION,K26,11,n,General,False
TABLA DE ACCESORIOS SUCCION,N26,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B27,18,n,0,False
TABLA DE ACCESORIOS SUCCION,F27,15,n,0,False
TABLA DE ACCESORIOS SUCCION,K27,11,n,General,False
TABLA DE ACCESORIOS SUCCION,N27,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B28,19,n,0,False
TABLA DE ACCESORIOS SUCCION,F28,20,n,0,False
TABLA DE ACCESORIOS SUCCION,K28,1,n,General,False
TABLA DE ACCESORIOS SUCCION,N28,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B29,20,n,0,False
TABLA DE ACCESORIOS SUCCION,F29,17,n,0,False
TABLA DE ACCESORIOS SUCCION,K29,11,n,General,False
TABLA DE ACCESORIOS SUCCION,N29,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B30,21,n,0,False
TABLA DE ACCESORIOS SUCCION,F30,15,n,0,False
TABLA DE ACCESORIOS SUCCION,K30,11,n,General,False
TABLA DE ACCESORIOS SUCCION,N30,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B31,22,n,0,False
TABLA DE ACCESORIOS SUCCION,F31,60,n,0,False
TABLA DE ACCESORIOS SUCCION,K31,6,n,General,False
TABLA DE ACCESORIOS SUCCION,N31,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B32,23,n,0,False
TABLA DE ACCESORIOS SUCCION,F32,0.24,n,0.00,False
TABLA DE ACCESORIOS SUCCION,K32,15,n,General,False
TABLA DE ACCESORIOS SUCCION,N32,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B33,24,n,0,False
TABLA DE ACCESORIOS SUCCION,F33,0.78,n,0.00,False
TABLA DE ACCESORIOS SUCCION,K33,1,n,General,False
TABLA DE ACCESORIOS SUCCION,N33,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B34,25,n,0,False
TABLA DE ACCESORIOS SUCCION,F34,1,n,0,False
TABLA DE ACCESORIOS SUCCION,K34,18,n,General,False
TABLA DE ACCESORIOS SUCCION,N34,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B35,26,n,0,False
TABLA DE ACCESORIOS SUCCION,F35,1,n,0,False
TABLA DE ACCESORIOS SUCCION,K35,18,n,General,False
TABLA DE ACCESORIOS SUCCION,N35,1,n,General,False
TABLA DE ACCESORIOS SUCCION,B36,27,n,0,False
TABLA DE ACCESORIOS SUCCION,F36,1,n,0,False
TABLA DE ACCESORIOS SUCCION,B37,28,n,0,False
TABLA DE ACCESORIOS SUCCION,F37,50,n,0,False
TABLA DE ACCESORIOS SUCCION,B38,19,n,0,False
TABLA DE ACCESORIOS SUCCION,F38,12,n,0,False
TABLA DE ACCESORIOS SUCCION,B39,20,n,0,False
TABLA DE ACCESORIOS SUCCION,F39,8,n,0,False
TABLA DE ACCESORIOS SUCCION,K115,6,n,General,False
005PU001,A6,1,n,General,False
005PU001,A7,2,n,General,False
005PU001,A8,3,n,General,False
005PU001,A9,4,n,General,False
005PU001,A10,5,n,General,False
005PU001,A11,6,n,General,False
005PU001,A12,7,n,General,False
005PU001,A13,8,n,General,False
005PU001,A14,9,n,General,False
005PU001,A15,10,n,General,False
005PU001,A16,11,n,General,False
005PU001,A17,12,n,General,False
005PU001,A18,13,n,General,False
005PU001,A19,14,n,General,False
005PU001,H19,75,n,General,False
005PU001,A20,15,n,General,False
005PU001,H20,3600,n,General,False
005PU001,A21,16,n,General,False
005PU001,D21,190,n,General,False
005PU001,A22,17,n,General,False
005PU001,D22,6.34,n,0.00,False
005PU001,A23,18,n,General,False
005PU001,H23,372,n,General,False
005PU001,D24,3600,n,General,False
005PU001,A27,19,n,General,False
005PU001,A28,20,n,General,False
005PU001,A29,21,n,General,False
005PU001,A30,22,n,General,False
005PU001,A31,23,n,General,False
005PU001,A32,24,n,General,False
RESUMEN PARA PDF,B15,0,n,0.00,False
RESUMEN PARA PDF,G15,7,n,General,False
RESUMEN PARA PDF,G20,1,n,General,False
RESUMEN PARA PDF,G23,14.7,n,0.00,False
RESUMEN PARA PDF,D34,120,n,General,False
RESUMEN PARA PDF,G79,45,n,0.00,False
RESUMEN PARA PDF,G80,6.34,n,0.00,False
REGISTROS,D2,0.026590860217988996,n,0.00,False
REGISTROS,F2,1693,n,0.00,False
REGISTROS,G2,17.64681827956402,n,0.00,False
VELOCIDADES RECOMENDADAS,B5,1,n,0,False
VELOCIDADES RECOMENDADAS,D5,7,n,0,False
VELOCIDADES RECOMENDADAS,E5,13,n,0,False
VELOCIDADES RECOMENDADAS,F5,4,n,0,False
VELOCIDADES RECOMENDADAS,G5,62,n,0.0,False
VELOCIDADES RECOMENDADAS,H5,1.5,n,0.00,False
VELOCIDADES RECOMENDADAS,I5,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K5,1,n,0,False
VELOCIDADES RECOMENDADAS,M5,4,n,0.0,False
VELOCIDADES RECOMENDADAS,N5,15,n,0.0,False
VELOCIDADES RECOMENDADAS,O5,1.5,n,0.0,False
VELOCIDADES RECOMENDADAS,P5,62,n,0.0,False
VELOCIDADES RECOMENDADAS,Q5,1.5,n,0.0,False
VELOCIDADES RECOMENDADAS,R5,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T5,1,n,0,False
VELOCIDADES RECOMENDADAS,U5,0.5,n,0.0,False
VELOCIDADES RECOMENDADAS,V5,0.027,n,0.000,False
VELOCIDADES RECOMENDADAS,W5,0.622,n,0.000,False
VELOCIDADES RECOMENDADAS,Y5,1,n,0,False
VELOCIDADES RECOMENDADAS,Z5,30,n,0,False
VELOCIDADES RECOMENDADAS,AA5,0.1,n,0.000,False
VELOCIDADES RECOMENDADAS,AC5,1.002,n,0.000,False
VELOCIDADES RECOMENDADAS,B6,2,n,0,False
VELOCIDADES RECOMENDADAS,D6,4,n,0,False
VELOCIDADES RECOMENDADAS,E6,6,n,0,False
VELOCIDADES RECOMENDADAS,F6,4,n,0,False
VELOCIDADES RECOMENDADAS,G6,43.59,n,0.0,False
VELOCIDADES RECOMENDADAS,H6,6,n,0.00,False
VELOCIDADES RECOMENDADAS,I6,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K6,2,n,0,False
VELOCIDADES RECOMENDADAS,M6,3,n,0.0,False
VELOCIDADES RECOMENDADAS,N6,6,n,0.0,False
VELOCIDADES RECOMENDADAS,O6,1.5,n,0.0,False
VELOCIDADES RECOMENDADAS,P6,43.59,n,0.0,False
VELOCIDADES RECOMENDADAS,Q6,6,n,0.0,False
VELOCIDADES RECOMENDADAS,R6,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T6,2,n,0,False
VELOCIDADES RECOMENDADAS,U6,0.75,n,0.00,False
VELOCIDADES RECOMENDADAS,V6,0.025,n,0.000,False
VELOCIDADES RECOMENDADAS,W6,0.824,n,0.000,False
VELOCIDADES RECOMENDADAS,Y6,2,n,0,False
VELOCIDADES RECOMENDADAS,Z6,40,n,0,False
VELOCIDADES RECOMENDADAS,AA6,0.17,n,0.000,False
VELOCIDADES RECOMENDADAS,AC6,1.001,n,0.000,False
VELOCIDADES RECOMENDADAS,AE6,1,n,General,False
VELOCIDADES RECOMENDADAS,AF6,500,n,General,False
VELOCIDADES RECOMENDADAS,B7,3,n,0,False
VELOCIDADES RECOMENDADAS,D7,4,n,0,False
VELOCIDADES RECOMENDADAS,E7,10,n,0,False
VELOCIDADES RECOMENDADAS,F7,2.5,n,0,False
VELOCIDADES RECOMENDADAS,G7,52.93,n,0.0,False
VELOCIDADES RECOMENDADAS,H7,3,n,0.00,False
VELOCIDADES RECOMENDADAS,I7,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K7,3,n,0,False
VELOCIDADES RECOMENDADAS,M7,3,n,0.0,False
VELOCIDADES RECOMENDADAS,N7,5,n,0.0,False
VELOCIDADES RECOMENDADAS,O7,1.5,n,0.0,False
VELOCIDADES RECOMENDADAS,P7,52.93,n,0.0,False
VELOCIDADES RECOMENDADAS,Q7,3,n,0.0,False
VELOCIDADES RECOMENDADAS,R7,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T7,3,n,0,False
VELOCIDADES RECOMENDADAS,U7,1,n,0.0,False
VELOCIDADES RECOMENDADAS,V7,0.023,n,0.000,False
VELOCIDADES RECOMENDADAS,W7,1.049,n,0.000,False
VELOCIDADES RECOMENDADAS,Y7,3,n,0,False
VELOCIDADES RECOMENDADAS,Z7,50,n,0,False
VELOCIDADES RECOMENDADAS,AA7,0.2,n,0.000,False
VELOCIDADES RECOMENDADAS,AC7,1.001,n,0.000,False
VELOCIDADES RECOMENDADAS,AE7,2,n,General,False
VELOCIDADES RECOMENDADAS,AF7,600,n,General,False
VELOCIDADES RECOMENDADAS,B8,4,n,0,False
VELOCIDADES RECOMENDADAS,D8,3,n,0,False
VELOCIDADES RECOMENDADAS,E8,5,n,0,False
VELOCIDADES RECOMENDADAS,F8,1.5,n,0,False
VELOCIDADES RECOMENDADAS,G8,62,n,0.0,False
VELOCIDADES RECOMENDADAS,H8,0.52,n,0.00,False
VELOCIDADES RECOMENDADAS,I8,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K8,4,n,0,False
VELOCIDADES RECOMENDADAS,M8,2,n,0.0,False
VELOCIDADES RECOMENDADAS,N8,3,n,0.0,False
VELOCIDADES RECOMENDADAS,O8,0.5,n,0.0,False
VELOCIDADES RECOMENDADAS,P8,62,n,0.0,False
VELOCIDADES RECOMENDADAS,Q8,0.52,n,0.0,False
VELOCIDADES RECOMENDADAS,R8,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T8,4,n,0,False
VELOCIDADES RECOMENDADAS,U8,1.25,n,0.00,False
VELOCIDADES RECOMENDADAS,V8,0.022,n,0.000,False
VELOCIDADES RECOMENDADAS,W8,1.38,n,0.000,False
VELOCIDADES RECOMENDADAS,Y8,4,n,0,False
VELOCIDADES RECOMENDADAS,Z8,60,n,0,False
VELOCIDADES RECOMENDADAS,AA8,0.25,n,0.000,False
VELOCIDADES RECOMENDADAS,AC8,1,n,0.000,False
VELOCIDADES RECOMENDADAS,AE8,3,n,General,False
VELOCIDADES RECOMENDADAS,AF8,700,n,General,False
VELOCIDADES RECOMENDADAS,B9,5,n,0,False
VELOCIDADES RECOMENDADAS,D9,9,n,0,False
VELOCIDADES RECOMENDADAS,E9,15,n,0,False
VELOCIDADES RECOMENDADAS,F9,5,n,0,False
VELOCIDADES RECOMENDADAS,G9,62.28,n,0.0,False
VELOCIDADES RECOMENDADAS,H9,0.53,n,0.00,False
VELOCIDADES RECOMENDADAS,I9,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K9,5,n,0,False
VELOCIDADES RECOMENDADAS,M9,3,n,0.0,False
VELOCIDADES RECOMENDADAS,N9,8,n,0.0,False
VELOCIDADES RECOMENDADAS,O9,2,n,0.0,False
VELOCIDADES RECOMENDADAS,P9,62.28,n,0.0,False
VELOCIDADES RECOMENDADAS,Q9,0.53,n,0.0,False
VELOCIDADES RECOMENDADAS,R9,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T9,5,n,0,False
VELOCIDADES RECOMENDADAS,U9,1.5,n,0.0,False
VELOCIDADES RECOMENDADAS,V9,0.021,n,0.000,False
VELOCIDADES RECOMENDADAS,W9,1.61,n,0.000,False
VELOCIDADES RECOMENDADAS,Y9,5,n,0,False
VELOCIDADES RECOMENDADAS,Z9,70,n,0,False
VELOCIDADES RECOMENDADAS,AA9,0.35,n,0.000,False
VELOCIDADES RECOMENDADAS,AC9,0.999,n,0.000,False
VELOCIDADES RECOMENDADAS,AE9,4,n,General,False
VELOCIDADES RECOMENDADAS,AF9,800,n,General,False
VELOCIDADES RECOMENDADAS,B10,6,n,0,False
VELOCIDADES RECOMENDADAS,D10,8,n,0,False
VELOCIDADES RECOMENDADAS,E10,15,n,0,False
VELOCIDADES RECOMENDADAS,F10,5,n,0,False
VELOCIDADES RECOMENDADAS,G10,62,n,0.0,False
VELOCIDADES RECOMENDADAS,H10,0.52,n,0.00,False
VELOCIDADES RECOMENDADAS,I10,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K10,6,n,0,False
VELOCIDADES RECOMENDADAS,M10,2,n,0.0,False
VELOCIDADES RECOMENDADAS,N10,1,n,0.0,False
VELOCIDADES RECOMENDADAS,O10,5,n,0.0,False
