sheet,cell,value,data_type,number_format,is_formula
VELOCIDADES RECOMENDADAS,P10,62,n,0.0,False
VELOCIDADES RECOMENDADAS,Q10,0.52,n,0.0,False
VELOCIDADES RECOMENDADAS,R10,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T10,6,n,0,False
VELOCIDADES RECOMENDADAS,U10,2,n,0.00,False
VELOCIDADES RECOMENDADAS,V10,0.019,n,0.000,False
VELOCIDADES RECOMENDADAS,W10,2.067,n,0.000,False
VELOCIDADES RECOMENDADAS,Y10,6,n,0,False
VELOCIDADES RECOMENDADAS,Z10,80,n,0,False
VELOCIDADES RECOMENDADAS,AA10,0.5,n,0.000,False
VELOCIDADES RECOMENDADAS,AC10,0.998,n,0.000,False
VELOCIDADES RECOMENDADAS,AE10,5,n,General,False
VELOCIDADES RECOMENDADAS,AF10,900,n,General,False
VELOCIDADES RECOMENDADAS,B11,7,n,0,False
VELOCIDADES RECOMENDADAS,D11,8,n,0,False
VELOCIDADES RECOMENDADAS,E11,15,n,0,False
VELOCIDADES RECOMENDADAS,F11,5,n,0,False
VELOCIDADES RECOMENDADAS,G11,62,n,0.0,False
VELOCIDADES RECOMENDADAS,H11,0.52,n,0.00,False
VELOCIDADES RECOMENDADAS,I11,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K11,7,n,0,False
VELOCIDADES RECOMENDADAS,M11,2,n,0.0,False
VELOCIDADES RECOMENDADAS,N11,6,n,0.0,False
VELOCIDADES RECOMENDADAS,O11,1.5,n,0.0,False
VELOCIDADES RECOMENDADAS,P11,62,n,0.0,False
VELOCIDADES RECOMENDADAS,Q11,0.52,n,0.0,False
VELOCIDADES RECOMENDADAS,R11,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T11,7,n,0,False
VELOCIDADES RECOMENDADAS,U11,2.5,n,0.0,False
VELOCIDADES RECOMENDADAS,V11,0.018,n,0.000,False
VELOCIDADES RECOMENDADAS,W11,2.469,n,0.000,False
VELOCIDADES RECOMENDADAS,Y11,7,n,0,False
VELOCIDADES RECOMENDADAS,Z11,85,n,0,False
VELOCIDADES RECOMENDADAS,AA11,0.55,n,0.000,False
VELOCIDADES RECOMENDADAS,AC11,0.997,n,0.000,False
VELOCIDADES RECOMENDADAS,AE11,6,n,General,False
VELOCIDADES RECOMENDADAS,AF11,1000,n,General,False
VELOCIDADES RECOMENDADAS,B12,8,n,0,False
VELOCIDADES RECOMENDADAS,D12,8,n,0,False
VELOCIDADES RECOMENDADAS,E12,15,n,0,False
VELOCIDADES RECOMENDADAS,F12,5,n,0,False
VELOCIDADES RECOMENDADAS,G12,62.28,n,0.0,False
VELOCIDADES RECOMENDADAS,H12,0.52,n,0.00,False
VELOCIDADES RECOMENDADAS,I12,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K12,8,n,0,False
VELOCIDADES RECOMENDADAS,M12,2,n,0.0,False
VELOCIDADES RECOMENDADAS,N12,5,n,0.0,False
VELOCIDADES RECOMENDADAS,O12,1.5,n,0.0,False
VELOCIDADES RECOMENDADAS,P12,62.28,n,0.0,False
VELOCIDADES RECOMENDADAS,Q12,0.52,n,0.0,False
VELOCIDADES RECOMENDADAS,R12,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T12,8,n,0,False
VELOCIDADES RECOMENDADAS,U12,3,n,0.00,False
VELOCIDADES RECOMENDADAS,V12,0.018,n,0.000,False
VELOCIDADES RECOMENDADAS,W12,3.068,n,0.000,False
VELOCIDADES RECOMENDADAS,Y12,8,n,0,False
VELOCIDADES RECOMENDADAS,Z12,90,n,0,False
VELOCIDADES RECOMENDADAS,AA12,0.7,n,0.000,False
VELOCIDADES RECOMENDADAS,AC12,0.996,n,0.000,False
VELOCIDADES RECOMENDADAS,AE12,7,n,General,False
VELOCIDADES RECOMENDADAS,AF12,1500,n,General,False
VELOCIDADES RECOMENDADAS,B13,9,n,0,False
VELOCIDADES RECOMENDADAS,D13,5,n,0,False
VELOCIDADES RECOMENDADAS,E13,10,n,0,False
VELOCIDADES RECOMENDADAS,F13,3,n,0,False
VELOCIDADES RECOMENDADAS,G13,61.5,n,0.0,False
VELOCIDADES RECOMENDADAS,H13,1.56,n,0.00,False
VELOCIDADES RECOMENDADAS,I13,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K13,9,n,0,False
VELOCIDADES RECOMENDADAS,M13,2,n,0.0,False
VELOCIDADES RECOMENDADAS,N13,5,n,General,False
VELOCIDADES RECOMENDADAS,O13,0.5,n,General,False
VELOCIDADES RECOMENDADAS,P13,61.5,n,General,False
VELOCIDADES RECOMENDADAS,Q13,1.56,n,General,False
VELOCIDADES RECOMENDADAS,R13,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T13,9,n,0,False
VELOCIDADES RECOMENDADAS,U13,4,n,0.0,False
VELOCIDADES RECOMENDADAS,V13,0.017,n,0.000,False
VELOCIDADES RECOMENDADAS,W13,4.026,n,0.000,False
VELOCIDADES RECOMENDADAS,Y13,9,n,0,False
VELOCIDADES RECOMENDADAS,Z13,95,n,0,False
VELOCIDADES RECOMENDADAS,AA13,0.8,n,0.000,False
VELOCIDADES RECOMENDADAS,AC13,0.995,n,0.000,False
VELOCIDADES RECOMENDADAS,AE13,8,n,General,False
VELOCIDADES RECOMENDADAS,AF13,1800,n,General,False
VELOCIDADES RECOMENDADAS,B14,10,n,0,False
VELOCIDADES RECOMENDADAS,D14,5,n,0,False
VELOCIDADES RECOMENDADAS,E14,9,n,0,False
VELOCIDADES RECOMENDADAS,F14,1.5,n,0,False
VELOCIDADES RECOMENDADAS,G14,61.5,n,0.0,False
VELOCIDADES RECOMENDADAS,H14,1.65,n,0.00,False
VELOCIDADES RECOMENDADAS,I14,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K14,10,n,0,False
VELOCIDADES RECOMENDADAS,M14,1,n,0.0,False
VELOCIDADES RECOMENDADAS,N14,3,n,General,False
VELOCIDADES RECOMENDADAS,O14,0.5,n,General,False
VELOCIDADES RECOMENDADAS,P14,61.5,n,General,False
VELOCIDADES RECOMENDADAS,Q14,1.65,n,General,False
VELOCIDADES RECOMENDADAS,R14,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T14,10,n,0,False
VELOCIDADES RECOMENDADAS,U14,5,n,0.00,False
VELOCIDADES RECOMENDADAS,V14,0.016,n,0.000,False
VELOCIDADES RECOMENDADAS,W14,5.047,n,0.000,False
VELOCIDADES RECOMENDADAS,Y14,10,n,0,False
VELOCIDADES RECOMENDADAS,Z14,100,n,0,False
VELOCIDADES RECOMENDADAS,AA14,1,n,0.000,False
VELOCIDADES RECOMENDADAS,AC14,0.994,n,0.000,False
VELOCIDADES RECOMENDADAS,AE14,9,n,General,False
VELOCIDADES RECOMENDADAS,AF14,2000,n,General,False
VELOCIDADES RECOMENDADAS,B15,11,n,0,False
VELOCIDADES RECOMENDADAS,D15,4,n,0,False
VELOCIDADES RECOMENDADAS,E15,7,n,0,False
VELOCIDADES RECOMENDADAS,F15,1.5,n,0,False
VELOCIDADES RECOMENDADAS,G15,61.5,n,0.0,False
VELOCIDADES RECOMENDADAS,H15,1.7,n,0.00,False
VELOCIDADES RECOMENDADAS,I15,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K15,11,n,0,False
VELOCIDADES RECOMENDADAS,M15,2,n,0.0,False
VELOCIDADES RECOMENDADAS,N15,5,n,0.0,False
VELOCIDADES RECOMENDADAS,O15,0.5,n,0.0,False
VELOCIDADES RECOMENDADAS,P15,61.5,n,0.0,False
VELOCIDADES RECOMENDADAS,Q15,1.7,n,0.0,False
VELOCIDADES RECOMENDADAS,R15,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T15,11,n,0,False
VELOCIDADES RECOMENDADAS,U15,6,n,0.0,False
VELOCIDADES RECOMENDADAS,V15,0.015,n,0.000,False
VELOCIDADES RECOMENDADAS,W15,6.065,n,0.000,False
VELOCIDADES RECOMENDADAS,Y15,11,n,0,False
VELOCIDADES RECOMENDADAS,Z15,120,n,0,False
VELOCIDADES RECOMENDADAS,AA15,1.8,n,0.000,False
VELOCIDADES RECOMENDADAS,AC15,0.99,n,0.000,False
VELOCIDADES RECOMENDADAS,AE15,10,n,General,False
VELOCIDADES RECOMENDADAS,AF15,2500,n,General,False
VELOCIDADES RECOMENDADAS,B16,12,n,0,False
VELOCIDADES RECOMENDADAS,D16,10,n,0,False
VELOCIDADES RECOMENDADAS,E16,15,n,0,False
VELOCIDADES RECOMENDADAS,F16,3,n,0,False
VELOCIDADES RECOMENDADAS,G16,61,n,0.0,False
VELOCIDADES RECOMENDADAS,H16,1.9,n,0.00,False
VELOCIDADES RECOMENDADAS,I16,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K16,12,n,0,False
VELOCIDADES RECOMENDADAS,M16,6,n,0.0,False
VELOCIDADES RECOMENDADAS,N16,15,n,0.0,False
VELOCIDADES RECOMENDADAS,O16,5,n,0.0,False
VELOCIDADES RECOMENDADAS,P16,61,n,0.0,False
VELOCIDADES RECOMENDADAS,Q16,1.9,n,0.0,False
VELOCIDADES RECOMENDADAS,R16,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T16,12,n,0,False
VELOCIDADES RECOMENDADAS,U16,8,n,0.00,False
VELOCIDADES RECOMENDADAS,V16,0.014,n,0.000,False
VELOCIDADES RECOMENDADAS,W16,7.981,n,0.000,False
VELOCIDADES RECOMENDADAS,Y16,12,n,0,False
VELOCIDADES RECOMENDADAS,Z16,140,n,0,False
VELOCIDADES RECOMENDADAS,AA16,2.9,n,0.000,False
VELOCIDADES RECOMENDADAS,AC16,0.985,n,0.000,False
VELOCIDADES RECOMENDADAS,AE16,11,n,General,False
VELOCIDADES RECOMENDADAS,AF16,3000,n,General,False
VELOCIDADES RECOMENDADAS,B17,13,n,0,False
VELOCIDADES RECOMENDADAS,D17,5,n,0,False
VELOCIDADES RECOMENDADAS,E17,10,n,0,False
VELOCIDADES RECOMENDADAS,F17,5,n,0,False
VELOCIDADES RECOMENDADAS,G17,65,n,0.0,False
VELOCIDADES RECOMENDADAS,H17,4,n,0.00,False
VELOCIDADES RECOMENDADAS,I17,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K17,13,n,0,False
VELOCIDADES RECOMENDADAS,M17,2,n,0.0,False
VELOCIDADES RECOMENDADAS,N17,15,n,0.0,False
VELOCIDADES RECOMENDADAS,O17,5,n,0.0,False
VELOCIDADES RECOMENDADAS,P17,65,n,0.0,False
VELOCIDADES RECOMENDADAS,Q17,4,n,0.0,False
VELOCIDADES RECOMENDADAS,R17,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T17,13,n,0,False
VELOCIDADES RECOMENDADAS,U17,10,n,0.0,False
VELOCIDADES RECOMENDADAS,V17,0.014,n,0.000,False
VELOCIDADES RECOMENDADAS,W17,10.02,n,0.000,False
VELOCIDADES RECOMENDADAS,Y17,13,n,0,False
VELOCIDADES RECOMENDADAS,Z17,150,n,0,False
VELOCIDADES RECOMENDADAS,AA17,3.9,n,0.000,False
VELOCIDADES RECOMENDADAS,AC17,0.982,n,0.000,False
VELOCIDADES RECOMENDADAS,AE17,12,n,General,False
VELOCIDADES RECOMENDADAS,AF17,3500,n,General,False
VELOCIDADES RECOMENDADAS,B18,14,n,0,False
VELOCIDADES RECOMENDADAS,E18,15,n,0,False
VELOCIDADES RECOMENDADAS,F18,2.5,n,0,False
VELOCIDADES RECOMENDADAS,G18,68,n,0.0,False
VELOCIDADES RECOMENDADAS,H18,2,n,0.00,False
VELOCIDADES RECOMENDADAS,I18,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K18,14,n,0,False
VELOCIDADES RECOMENDADAS,M18,2,n,0.0,False
VELOCIDADES RECOMENDADAS,N18,15,n,0.0,False
VELOCIDADES RECOMENDADAS,O18,5,n,0.0,False
VELOCIDADES RECOMENDADAS,P18,68,n,0.0,False
VELOCIDADES RECOMENDADAS,Q18,2,n,0.0,False
VELOCIDADES RECOMENDADAS,R18,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T18,14,n,0,False
VELOCIDADES RECOMENDADAS,U18,12,n,0.00,False
VELOCIDADES RECOMENDADAS,V18,0.013,n,0.000,False
VELOCIDADES RECOMENDADAS,W18,12,n,0.000,False
VELOCIDADES RECOMENDADAS,Y18,14,n,0,False
VELOCIDADES RECOMENDADAS,Z18,160,n,0,False
VELOCIDADES RECOMENDADAS,AA18,5,n,0.000,False
VELOCIDADES RECOMENDADAS,AC18,0.979,n,0.000,False
VELOCIDADES RECOMENDADAS,AE18,13,n,General,False
VELOCIDADES RECOMENDADAS,AF18,4000,n,General,False
VELOCIDADES RECOMENDADAS,B19,15,n,0,False
VELOCIDADES RECOMENDADAS,D19,5,n,0,False
VELOCIDADES RECOMENDADAS,E19,10,n,0,False
VELOCIDADES RECOMENDADAS,F19,4,n,0,False
VELOCIDADES RECOMENDADAS,G19,70,n,0.0,False
VELOCIDADES RECOMENDADAS,H19,4,n,0.00,False
VELOCIDADES RECOMENDADAS,I19,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K19,15,n,0,False
VELOCIDADES RECOMENDADAS,M19,2,n,0.0,False
VELOCIDADES RECOMENDADAS,N19,15,n,0.0,False
VELOCIDADES RECOMENDADAS,O19,5,n,0.0,False
VELOCIDADES RECOMENDADAS,P19,70,n,0.0,False
VELOCIDADES RECOMENDADAS,Q19,4,n,0.0,False
VELOCIDADES RECOMENDADAS,R19,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T19,15,n,0,False
VELOCIDADES RECOMENDADAS,U19,14,n,0.0,False
VELOCIDADES RECOMENDADAS,V19,0.013,n,0.000,False
VELOCIDADES RECOMENDADAS,W19,13.124,n,0.000,False
VELOCIDADES RECOMENDADAS,Y19,15,n,0,False
VELOCIDADES RECOMENDADAS,Z19,170,n,0,False
VELOCIDADES RECOMENDADAS,AA19,7,n,0.000,False
VELOCIDADES RECOMENDADAS,AC19,0.975,n,0.000,False
VELOCIDADES RECOMENDADAS,AE19,14,n,General,False
VELOCIDADES RECOMENDADAS,AF19,4500,n,0,False
VELOCIDADES RECOMENDADAS,B20,16,n,0,False
VELOCIDADES RECOMENDADAS,D20,4,n,0,False
VELOCIDADES RECOMENDADAS,E20,10,n,0,False
VELOCIDADES RECOMENDADAS,F20,4,n,0,False
VELOCIDADES RECOMENDADAS,G20,72,n,0.0,False
VELOCIDADES RECOMENDADAS,H20,10,n,0.00,False
VELOCIDADES RECOMENDADAS,I20,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K20,16,n,0,False
VELOCIDADES RECOMENDADAS,M20,2,n,0.0,False
VELOCIDADES RECOMENDADAS,N20,15,n,0.0,False
VELOCIDADES RECOMENDADAS,O20,5,n,0.0,False
VELOCIDADES RECOMENDADAS,P20,72,n,0.0,False
VELOCIDADES RECOMENDADAS,Q20,10,n,0.0,False
VELOCIDADES RECOMENDADAS,R20,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T20,16,n,0,False
VELOCIDADES RECOMENDADAS,U20,16,n,0.00,False
VELOCIDADES RECOMENDADAS,V20,0.013,n,0.000,False
VELOCIDADES RECOMENDADAS,W20,15,n,0.000,False
VELOCIDADES RECOMENDADAS,Y20,16,n,0,False
VELOCIDADES RECOMENDADAS,Z20,180,n,0,False
VELOCIDADES RECOMENDADAS,AA20,7.8,n,0.000,False
VELOCIDADES RECOMENDADAS,AC20,0.972,n,0.000,False
VELOCIDADES RECOMENDADAS,AE20,15,n,General,False
VELOCIDADES RECOMENDADAS,AF20,5000,n,0,False
VELOCIDADES RECOMENDADAS,B21,17,n,0,False
VELOCIDADES RECOMENDADAS,D21,6,n,0,False
VELOCIDADES RECOMENDADAS,E21,15,n,0,False
VELOCIDADES RECOMENDADAS,F21,5,n,0,False
VELOCIDADES RECOMENDADAS,G21,61,n,0.0,False
VELOCIDADES RECOMENDADAS,H21,0.5,n,0.00,False
VELOCIDADES RECOMENDADAS,I21,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K21,17,n,0,False
VELOCIDADES RECOMENDADAS,M21,4,n,0.0,False
VELOCIDADES RECOMENDADAS,N21,15,n,0.0,False
VELOCIDADES RECOMENDADAS,O21,5,n,0.0,False
VELOCIDADES RECOMENDADAS,P21,61,n,0.0,False
VELOCIDADES RECOMENDADAS,Q21,0.5,n,0.0,False
VELOCIDADES RECOMENDADAS,R21,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T21,17,n,0,False
VELOCIDADES RECOMENDADAS,U21,18,n,0.0,False
VELOCIDADES RECOMENDADAS,V21,0.012,n,0.000,False
VELOCIDADES RECOMENDADAS,W21,16.876,n,0.000,False
VELOCIDADES RECOMENDADAS,Y21,17,n,0,False
VELOCIDADES RECOMENDADAS,Z21,190,n,0,False
VELOCIDADES RECOMENDADAS,AA21,9,n,0.000,False
VELOCIDADES RECOMENDADAS,AC21,0.968,n,0.000,False
VELOCIDADES RECOMENDADAS,AE21,16,n,General,False
VELOCIDADES RECOMENDADAS,AF21,5500,n,0,False
VELOCIDADES RECOMENDADAS,B22,18,n,0,False
VELOCIDADES RECOMENDADAS,D22,7,n,0,False
VELOCIDADES RECOMENDADAS,E22,10,n,0,False
VELOCIDADES RECOMENDADAS,F22,3,n,0,False
VELOCIDADES RECOMENDADAS,G22,60.9,n,0.0,False
VELOCIDADES RECOMENDADAS,H22,0.52,n,0.00,False
VELOCIDADES RECOMENDADAS,I22,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K22,18,n,0,False
VELOCIDADES RECOMENDADAS,M22,2,n,0.0,False
VELOCIDADES RECOMENDADAS,N22,15,n,0.0,False
VELOCIDADES RECOMENDADAS,O22,5,n,0.0,False
VELOCIDADES RECOMENDADAS,P22,60.9,n,0.0,False
VELOCIDADES RECOMENDADAS,Q22,0.52,n,0.0,False
VELOCIDADES RECOMENDADAS,R22,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T22,18,n,0,False
VELOCIDADES RECOMENDADAS,U22,20,n,0.0,False
VELOCIDADES RECOMENDADAS,V22,0.012,n,0.000,False
VELOCIDADES RECOMENDADAS,W22,18.812,n,0.000,False
VELOCIDADES RECOMENDADAS,Y22,18,n,0,False
VELOCIDADES RECOMENDADAS,Z22,200,n,0,False
VELOCIDADES RECOMENDADAS,AA22,15,n,0.000,False
VELOCIDADES RECOMENDADAS,AC22,0.964,n,0.000,False
VELOCIDADES RECOMENDADAS,AE22,17,n,General,False
VELOCIDADES RECOMENDADAS,AF22,6000,n,0,False
VELOCIDADES RECOMENDADAS,B23,19,n,0,False
VELOCIDADES RECOMENDADAS,D23,6,n,0,False
VELOCIDADES RECOMENDADAS,E23,7,n,0,False
VELOCIDADES RECOMENDADAS,F23,3,n,0,False
VELOCIDADES RECOMENDADAS,G23,59.53,n,0.0,False
VELOCIDADES RECOMENDADAS,H23,0.55,n,0.00,False
VELOCIDADES RECOMENDADAS,I23,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,K23,19,n,0,False
VELOCIDADES RECOMENDADAS,M23,2,n,0.0,False
VELOCIDADES RECOMENDADAS,N23,15,n,0.0,False
VELOCIDADES RECOMENDADAS,O23,5,n,0.0,False
VELOCIDADES RECOMENDADAS,P23,59.53,n,0.0,False
VELOCIDADES RECOMENDADAS,Q23,0.55,n,0.0,False
VELOCIDADES RECOMENDADAS,R23,0.00013,n,0.00000,False
VELOCIDADES RECOMENDADAS,T23,19,n,0,False
VELOCIDADES RECOMENDADAS,U23,24,n,0.0,False
VELOCIDADES RECOMENDADAS,V23,0.012,n,0.000,False
VELOCIDADES RECOMENDADAS,W23,22.624,n,0.000,False
VELOCIDADES RECOMENDADAS,Y23,19,n,0,False
VELOCIDADES RECOMENDADAS,Z23,220,n,0,False
VELOCIDADES RECOMENDADAS,AA23,20,n,0.000,False
VELOCIDADES RECOMENDADAS,AC23,0.956,n,0.000,False
VELOCIDADES RECOMENDADAS,AE23,18,n,General,False
VELOCIDADES RECOMENDADAS,AF23,6500,n,0,False
VELOCIDADES RECOMENDADAS,AE24,19,n,General,False
VELOCIDADES RECOMENDADAS,AF24,7000,n,0,False
VELOCIDADES RECOMENDADAS,AE25,20,n,General,False
VELOCIDADES RECOMENDADAS,AF25,7500,n,0,False
VELOCIDADES RECOMENDADAS,AE26,21,n,General,False
VELOCIDADES RECOMENDADAS,AF26,7500,n,0,False
VELOCIDADES RECOMENDADAS,M27,1,n,General,False
VELOCIDADES RECOMENDADAS,O27,0.00012,n,General,False
VELOCIDADES RECOMENDADAS,T27,1,n,General,False
VELOCIDADES RECOMENDADAS,AE27,22,n,General,False
VELOCIDADES RECOMENDADAS,AF27,8000,n,0,False
VELOCIDADES RECOMENDADAS,M28,2,n,General,False
VELOCIDADES RECOMENDADAS,O28,0.00015,n,General,False
VELOCIDADES RECOMENDADAS,T28,2,n,General,False
VELOCIDADES RECOMENDADAS,AE28,23,n,General,False
VELOCIDADES RECOMENDADAS,AF28,9000,n,0,False
VELOCIDADES RECOMENDADAS,M29,3,n,General,False
VELOCIDADES RECOMENDADAS,O29,0.0005,n,General,False
VELOCIDADES RECOMENDADAS,T29,3,n,General,False
VELOCIDADES RECOMENDADAS,AE29,24,n,General,False
VELOCIDADES RECOMENDADAS,AF29,10000,n,0,False
VELOCIDADES RECOMENDADAS,M30,4,n,General,False
VELOCIDADES RECOMENDADAS,O30,0.00085,n,General,False
VELOCIDADES RECOMENDADAS,T30,4,n,General,False
VELOCIDADES RECOMENDADAS,AE30,25,n,General,False
VELOCIDADES RECOMENDADAS,AF30,12000,n,0,False
VELOCIDADES RECOMENDADAS,M31,5,n,General,False
VELOCIDADES RECOMENDADAS,O31,0.003,n,General,False
VELOCIDADES RECOMENDADAS,AE31,26,n,General,False
VELOCIDADES RECOMENDADAS,AF31,15000,n,0,False
VELOCIDADES RECOMENDADAS,AE32,27,n,General,False
VELOCIDADES RECOMENDADAS,AF32,18000,n,0,False
VELOCIDADES RECOMENDADAS,AE33,28,n,General,False
VELOCIDADES RECOMENDADAS,AF33,20000,n,0,False
REPORTE GENERAL,C14,7060,n,0.0,False
REPORTE GENERAL,D14,7060,n,0.0,False
REPORTE GENERAL,H15,0.5,n,General,False
REPORTE GENERAL,H16,7,n,General,False
REPORTE GENERAL,H17,1.001,n,0.00,False
REPORTE GENERAL,C20,0,n,0.00,False
REPORTE GENERAL,D20,0,n,0.00,False
REPORTE GENERAL,H21,1.1,n,0.00,False
REPORTE GENERAL,H24,14.7,n,0.00,False
REPORTE GENERAL,C25,0,n,0.00,False
REPORTE GENERAL,H25,0,n,0.00,False
REPORTE GENERAL,C26,0,n,0.00,False
REPORTE GENERAL,H26,0.009135802469135802,n,0.00,False
REPORTE GENERAL,C27,0,n,0.00,False
REPORTE GENERAL,H27,0.39221940928270055,n,0.00,False
REPORTE GENERAL,C28,25,n,0.00,False
REPORTE GENERAL,D28,25,n,0.00,False
REPORTE GENERAL,H30,17.68172839506173,n,0.00,False
REPORTE GENERAL,H31,139.11313051302275,n,0.00,False
